Source	Target	Reaction Name	Mass
1042_0	C(C(C(C)(C(C(C=O)=O)O)O)O)=O	Aldol Condensation	190.04773804
C(C(C(C)=O)O)=O	1042_1	Knoevenagel H	102.031694052
C(C(CO)=O)=O	1042_1	Knoevenagel H	88.016043988
1042_1	C(C(C(C)(C(C(C=O)=O)O)O)O)=O	Knoevenagel H	190.04773804
C(C(C(C)=O)O)=O	1044_0	Aldol Condensation	102.031694052
C(CNC)=O	1044_0	Aldol Condensation	73.052763849
1044_0	C(C(C(CC(CNC)O)=O)O)=O	Aldol Condensation	175.084457901
C(C(C(C)=O)O)=O	1046_0	Aldol Condensation	102.031694052
C(CNC)=O	1046_0	Aldol Condensation	73.052763849
1046_0	C(C(C(C(C(C)=O)O)O)NC)=O	Aldol Condensation	175.084457901
C(C(C(C)=O)O)=O	1046_1	Knoevenagel H	102.031694052
C(CNC)=O	1046_1	Knoevenagel H	73.052763849
1046_1	C(C(C(C(C(C)=O)O)O)NC)=O	Knoevenagel H	175.084457901
C(C(C(C)=O)O)=O	1048_0	Aldol Condensation	102.031694052
C(CNC)=O	1048_0	Aldol Condensation	73.052763849
1048_0	C(C(C(C)(C(C=O)O)O)NC)=O	Aldol Condensation	175.084457901
C(C(C(C)=O)O)=O	1048_1	Knoevenagel H	102.031694052
C(CNC)=O	1048_1	Knoevenagel H	73.052763849
1048_1	C(C(C(C)(C(C=O)O)O)NC)=O	Knoevenagel H	175.084457901
C(C(C(C)=O)O)=O	1050_0	Aldol Condensation	102.031694052
C(C(O)O)=O	1050_0	Aldol Condensation	76.016043988
1050_0	C(C(C(CC(C(O)O)O)=O)O)=O	Aldol Condensation	178.04773804
C(C=O)=O	1051_0	Aldol Condensation	58.005479304000005
C(C)(C(CO)O)=O	1051_0	Aldol Condensation	104.047344116
1051_0	C(CC(C=O)O)(C(CO)O)=O	Aldol Condensation	162.05282342
C(C=O)=O	1053_0	Aldol Condensation	58.005479304000005
C(C(CC(CO)=O)O)=O	1053_0	Aldol Condensation	132.042258736
1053_0	C(C(C(C(CO)=O)C(C=O)O)O)=O	Aldol Condensation	190.04773804
C(C=O)=O	1053_1	Knoevenagel C	58.005479304000005
C(C(CC(CO)=O)O)=O	1053_1	Knoevenagel C	132.042258736
1053_1	C(C(C(C(CO)=O)C(C=O)O)O)=O	Knoevenagel C	190.04773804
C(C=O)=O	1055_0	Aldol Condensation	58.005479304000005
C(C(CC(CO)=O)O)=O	1055_0	Aldol Condensation	132.042258736
1055_0	C(C(C(C(CC(C=O)O)=O)O)O)=O	Aldol Condensation	190.04773804
C(C=O)=O	1055_1	Knoevenagel H	58.005479304000005
C(C(CC(CO)=O)O)=O	1055_1	Knoevenagel H	132.042258736
1055_1	C(C(C(C(CC(C=O)O)=O)O)O)=O	Knoevenagel H	190.04773804
C(C=O)=O	1057_0	Aldol Condensation	58.005479304000005
C(C(CCO)=O)=O	1057_0	Aldol Condensation	102.031694052
1057_0	C(C(C(C(C=O)=O)CO)O)=O	Aldol Condensation	160.037173356
C(C=O)=O	1057_1	Knoevenagel C	58.005479304000005
C(C(CCO)=O)=O	1057_1	Knoevenagel C	102.031694052
1057_1	C(C(C(C(C=O)=O)CO)O)=O	Knoevenagel C	160.037173356
C(C=O)=O	1058_0	Aldol Condensation	58.005479304000005
C(CO)(CCO)=O	1058_0	Aldol Condensation	104.047344116
1058_0	C(C(C(C=O)O)O)(CCO)=O	Aldol Condensation	162.05282342
C(C=O)=O	1058_1	Knoevenagel H	58.005479304000005
C(CO)(CCO)=O	1058_1	Knoevenagel H	104.047344116
1058_1	C(C(C(C=O)O)O)(CCO)=O	Knoevenagel H	162.05282342
C(C=O)=O	1060_0	Aldol Condensation	58.005479304000005
C(CO)(CCO)=O	1060_0	Aldol Condensation	104.047344116
1060_0	C(CO)(C(CO)C(C=O)O)=O	Aldol Condensation	162.05282342
C(C=O)=O	1060_1	Knoevenagel C	58.005479304000005
C(CO)(CCO)=O	1060_1	Knoevenagel C	104.047344116
1060_1	C(CO)(C(CO)C(C=O)O)=O	Knoevenagel C	162.05282342
C(C=O)=O	1061_0	Aldol Condensation	58.005479304000005
C(C(C(C(C)=O)O)O)=O	1061_0	Aldol Condensation	132.042258736
1061_0	C(C(C(C(CC(C=O)O)=O)O)O)=O	Aldol Condensation	190.04773804
C(C=O)=O	1062_0	Aldol Condensation	58.005479304000005
C(C)(CO)=O	1062_0	Aldol Condensation	74.036779432
1062_0	C(C(CC(CO)=O)O)=O	Aldol Condensation	132.042258736
C(C=O)=O	1063_0	Aldol Condensation	58.005479304000005
C(C)(CO)=O	1063_0	Aldol Condensation	74.036779432
1063_0	C(C(C(C(C)=O)O)O)=O	Aldol Condensation	132.042258736
C(C=O)=O	1063_1	Knoevenagel H	58.005479304000005
C(C)(CO)=O	1063_1	Knoevenagel H	74.036779432
1063_1	C(C(C(C(C)=O)O)O)=O	Knoevenagel H	132.042258736
C(C=O)=O	1065_0	Aldol Condensation	58.005479304000005
C(CC(C=O)O)=O	1065_0	Aldol Condensation	102.031694052
1065_0	C(C(C(C=O)C(C=O)O)O)=O	Aldol Condensation	160.037173356
C(C=O)=O	1065_1	Knoevenagel C	58.005479304000005
C(CC(C=O)O)=O	1065_1	Knoevenagel C	102.031694052
1065_1	C(C(C(C=O)C(C=O)O)O)=O	Knoevenagel C	160.037173356
C(C=O)=O	1066_0	Aldol Condensation	58.005479304000005
C(C)=O	1066_0	Aldol Condensation	44.026214748
1066_0	C(CC(C=O)O)=O	Aldol Condensation	102.031694052
C(C=O)=O	1068_0	Aldol Condensation	58.005479304000005
C(C(CO)=O)=O	1068_0	Aldol Condensation	88.016043988
1068_0	C(C(C(C(C=O)=O)O)O)=O	Aldol Condensation	146.021523292
C(C=O)=O	1068_1	Knoevenagel H	58.005479304000005
C(C(CO)=O)=O	1068_1	Knoevenagel H	88.016043988
1068_1	C(C(C(C(C=O)=O)O)O)=O	Knoevenagel H	146.021523292
C(C=O)=O	1070_0	Aldol Condensation	58.005479304000005
C(CO)(C(CO)O)=O	1070_0	Aldol Condensation	120.04225873600001
1070_0	C(C(C(C=O)O)O)(C(CO)O)=O	Aldol Condensation	178.04773804
C(C=O)=O	1070_1	Knoevenagel H	58.005479304000005
C(CO)(C(CO)O)=O	1070_1	Knoevenagel H	120.04225873600001
1070_1	C(C(C(C=O)O)O)(C(CO)O)=O	Knoevenagel H	178.04773804
C(C=O)=O	1072_0	Aldol Condensation	58.005479304000005
C(CNC)=O	1072_0	Aldol Condensation	73.052763849
1072_0	C(C(C(C=O)O)NC)=O	Aldol Condensation	131.058243153
C(C=O)=O	1072_1	Knoevenagel H	58.005479304000005
C(CNC)=O	1072_1	Knoevenagel H	73.052763849
1072_1	C(C(C(C=O)O)NC)=O	Knoevenagel H	131.058243153
C(C=O)=O	1074_0	Aldol Condensation	58.005479304000005
C(CNC)(C(CO)O)=O	1074_0	Aldol Condensation	133.073893217
1074_0	C(C(C(C=O)O)NC)(C(CO)O)=O	Aldol Condensation	191.079372521
C(C=O)=O	1074_1	Knoevenagel H	58.005479304000005
C(CNC)(C(CO)O)=O	1074_1	Knoevenagel H	133.073893217
1074_1	C(C(C(C=O)O)NC)(C(CO)O)=O	Knoevenagel H	191.079372521
C(C=O)=O	1076_0	Aldol Condensation	58.005479304000005
C(CNCC(O)=O)=O	1076_0	Aldol Condensation	117.04259308900001
1076_0	C(CNC(C=O)C(C=O)O)(O)=O	Aldol Condensation	175.048072393
C(C=O)=O	1076_1	Knoevenagel H	58.005479304000005
C(CNCC(O)=O)=O	1076_1	Knoevenagel H	117.04259308900001
1076_1	C(CNC(C=O)C(C=O)O)(O)=O	Knoevenagel H	175.048072393
C(C)(C(CO)O)=O	1077_0	Aldol Condensation	104.047344116
C(C(C=O)O)=O	1077_0	Aldol Condensation	88.016043988
1077_0	C(C(CO)O)(CC(C(C=O)O)O)=O	Aldol Condensation	192.063388104
C(C)(C(CO)O)=O	1079_0	Aldol Condensation	104.047344116
C(C)(CO)=O	1079_0	Aldol Condensation	74.036779432
1079_0	C(C(CO)O)(CC(CO)(C)O)=O	Aldol Condensation	178.084123548
C(C)(C(CO)O)=O	1081_0	Aldol Condensation	104.047344116
C(C)(CO)=O	1081_0	Aldol Condensation	74.036779432
1081_0	C(CO)(CC(C)(C(CO)O)O)=O	Aldol Condensation	178.084123548
C(C)(C(CO)O)=O	1083_0	Aldol Condensation	104.047344116
C(C)(CO)=O	1083_0	Aldol Condensation	74.036779432
1083_0	C(C)(C(C(C)(C(CO)O)O)O)=O	Aldol Condensation	178.084123548
C(C)(C(CO)O)=O	1083_1	Knoevenagel H	104.047344116
C(C)(CO)=O	1083_1	Knoevenagel H	74.036779432
1083_1	C(C)(C(C(C)(C(CO)O)O)O)=O	Knoevenagel H	178.084123548
C(C)(C(CO)O)=O	1085_0	Aldol Condensation	104.047344116
C(C)=O	1085_0	Aldol Condensation	44.026214748
1085_0	C(C(CO)O)(CC(C)O)=O	Aldol Condensation	148.073558864
C(C)(C(CO)O)=O	1087_0	Aldol Condensation	104.047344116
C(C)=O	1087_0	Aldol Condensation	44.026214748
1087_0	C(CC(C)(C(CO)O)O)=O	Aldol Condensation	148.073558864
C(C)(C(CO)O)=O	1089_0	Aldol Condensation	104.047344116
C(C(CO)=O)=O	1089_0	Aldol Condensation	88.016043988
1089_0	C(CC(C(CO)=O)O)(C(CO)O)=O	Aldol Condensation	192.063388104
C(C)(C(CO)O)=O	1090_0	Aldol Condensation	104.047344116
C(C(CO)=O)=O	1090_0	Aldol Condensation	88.016043988
1090_0	C(C(CO)(CC(C(CO)O)=O)O)=O	Aldol Condensation	192.063388104
C(C)(C(CO)O)=O	1092_0	Aldol Condensation	104.047344116
C(C(CO)=O)=O	1092_0	Aldol Condensation	88.016043988
1092_0	C(C(C(C(C)(C(CO)O)O)O)=O)=O	Aldol Condensation	192.063388104
C(C)(C(CO)O)=O	1092_1	Knoevenagel H	104.047344116
C(C(CO)=O)=O	1092_1	Knoevenagel H	88.016043988
1092_1	C(C(C(C(C)(C(CO)O)O)O)=O)=O	Knoevenagel H	192.063388104
C(C)(C(CO)O)=O	1094_0	Aldol Condensation	104.047344116
C(CNC)=O	1094_0	Aldol Condensation	73.052763849
1094_0	C(C(CO)O)(CC(CNC)O)=O	Aldol Condensation	177.100107965
C(C)(C(CO)O)=O	1096_0	Aldol Condensation	104.047344116
C(CNC)=O	1096_0	Aldol Condensation	73.052763849
1096_0	C(C(C(C)(C(CO)O)O)NC)=O	Aldol Condensation	177.100107965
C(C)(C(CO)O)=O	1096_1	Knoevenagel H	104.047344116
C(CNC)=O	1096_1	Knoevenagel H	73.052763849
1096_1	C(C(C(C)(C(CO)O)O)NC)=O	Knoevenagel H	177.100107965
C(C)(C(CO)O)=O	1098_0	Aldol Condensation	104.047344116
C(C(O)O)=O	1098_0	Aldol Condensation	76.016043988
1098_0	C(C(CO)O)(CC(C(O)O)O)=O	Aldol Condensation	180.063388104
C(C(CC(CO)=O)O)=O	1100_0	Aldol Condensation	132.042258736
C(C)=O	1100_0	Aldol Condensation	44.026214748
1100_0	C(CO)(C(C(C)O)C(C=O)O)=O	Aldol Condensation	176.068473484
C(C(CC(CO)=O)O)=O	1100_1	Knoevenagel C	132.042258736
C(C)=O	1100_1	Knoevenagel C	44.026214748
1100_1	C(CO)(C(C(C)O)C(C=O)O)=O	Knoevenagel C	176.068473484
C(C(CC(CO)=O)O)=O	1102_0	Aldol Condensation	132.042258736
C(C)=O	1102_0	Aldol Condensation	44.026214748
1102_0	C(CC(C=O)O)(C(C(C)O)O)=O	Aldol Condensation	176.068473484
C(C(CC(CO)=O)O)=O	1102_1	Knoevenagel H	132.042258736
C(C)=O	1102_1	Knoevenagel H	44.026214748
1102_1	C(CC(C=O)O)(C(C(C)O)O)=O	Knoevenagel H	176.068473484
C(C(CC(CO)=O)O)=O	1104_0	Aldol Condensation	132.042258736
C(C)=O	1104_0	Aldol Condensation	44.026214748
1104_0	C(CC(C(CC(CO)=O)O)O)=O	Aldol Condensation	176.068473484
C(C(CC(CO)=O)O)=O	1106_0	Aldol Condensation	132.042258736
C(C)=O	1106_0	Aldol Condensation	44.026214748
1106_0	C(CC(CO)(CC(C=O)O)O)=O	Aldol Condensation	176.068473484
C(C(CCO)=O)=O	1108_0	Aldol Condensation	102.031694052
C(C(C=O)O)=O	1108_0	Aldol Condensation	88.016043988
1108_0	C(C(C(C(C(C=O)=O)CO)O)O)=O	Aldol Condensation	190.04773804
C(C(CCO)=O)=O	1108_1	Knoevenagel C	102.031694052
C(C(C=O)O)=O	1108_1	Knoevenagel C	88.016043988
1108_1	C(C(C(C(C(C=O)=O)CO)O)O)=O	Knoevenagel C	190.04773804
C(C(CCO)=O)=O	1110_0	Aldol Condensation	102.031694052
C(C)(CO)=O	1110_0	Aldol Condensation	74.036779432
1110_0	C(C(C(CO)C(C)(CO)O)=O)=O	Aldol Condensation	176.068473484
C(C(CCO)=O)=O	1110_1	Knoevenagel C	102.031694052
C(C)(CO)=O	1110_1	Knoevenagel C	74.036779432
1110_1	C(C(C(CO)C(C)(CO)O)=O)=O	Knoevenagel C	176.068473484
C(C(CCO)=O)=O	1112_0	Aldol Condensation	102.031694052
C(C)(CO)=O	1112_0	Aldol Condensation	74.036779432
1112_0	C(CC(C(CCO)=O)O)(CO)=O	Aldol Condensation	176.068473484
C(C(CCO)=O)=O	1114_0	Aldol Condensation	102.031694052
C(C)(CO)=O	1114_0	Aldol Condensation	74.036779432
1114_0	C(C(CCO)(CC(CO)=O)O)=O	Aldol Condensation	176.068473484
C(C(CCO)=O)=O	1115_0	Aldol Condensation	102.031694052
C(C)(CO)=O	1115_0	Aldol Condensation	74.036779432
1115_0	C(C(C(C(CCO)=O)O)O)(C)=O	Aldol Condensation	176.068473484
C(C(CCO)=O)=O	1115_1	Knoevenagel H	102.031694052
C(C)(CO)=O	1115_1	Knoevenagel H	74.036779432
1115_1	C(C(C(C(CCO)=O)O)O)(C)=O	Knoevenagel H	176.068473484
C(C(CCO)=O)=O	1117_0	Aldol Condensation	102.031694052
C(C)(CO)=O	1117_0	Aldol Condensation	74.036779432
1117_0	C(C(CCO)(C(C(C)=O)O)O)=O	Aldol Condensation	176.068473484
C(C(CCO)=O)=O	1117_1	Knoevenagel H	102.031694052
C(C)(CO)=O	1117_1	Knoevenagel H	74.036779432
1117_1	C(C(CCO)(C(C(C)=O)O)O)=O	Knoevenagel H	176.068473484
C(C(CCO)=O)=O	1119_0	Aldol Condensation	102.031694052
C(C)=O	1119_0	Aldol Condensation	44.026214748
1119_0	C(C(C(CO)C(C)O)=O)=O	Aldol Condensation	146.0579088
C(C(CCO)=O)=O	1119_1	Knoevenagel C	102.031694052
C(C)=O	1119_1	Knoevenagel C	44.026214748
1119_1	C(C(C(CO)C(C)O)=O)=O	Knoevenagel C	146.0579088
C(C(CCO)=O)=O	1121_0	Aldol Condensation	102.031694052
C(C)=O	1121_0	Aldol Condensation	44.026214748
1121_0	C(CC(C(CCO)=O)O)=O	Aldol Condensation	146.0579088
C(C(CCO)=O)=O	1123_0	Aldol Condensation	102.031694052
C(C)=O	1123_0	Aldol Condensation	44.026214748
1123_0	C(C(CCO)(CC=O)O)=O	Aldol Condensation	146.0579088
C(C(CCO)=O)=O	1125_0	Aldol Condensation	102.031694052
C(C(CO)=O)=O	1125_0	Aldol Condensation	88.016043988
1125_0	C(C(C(C(C=O)=O)CO)O)(CO)=O	Aldol Condensation	190.04773804
C(C(CCO)=O)=O	1125_1	Knoevenagel C	102.031694052
C(C(CO)=O)=O	1125_1	Knoevenagel C	88.016043988
1125_1	C(C(C(C(C=O)=O)CO)O)(CO)=O	Knoevenagel C	190.04773804
C(C(CCO)=O)=O	1127_0	Aldol Condensation	102.031694052
C(C(CO)=O)=O	1127_0	Aldol Condensation	88.016043988
1127_0	C(C(CO)(C(C(C=O)=O)CO)O)=O	Aldol Condensation	190.04773804
C(C(CCO)=O)=O	1127_1	Knoevenagel C	102.031694052
C(C(CO)=O)=O	1127_1	Knoevenagel C	88.016043988
1127_1	C(C(CO)(C(C(C=O)=O)CO)O)=O	Knoevenagel C	190.04773804
C(C(CCO)=O)=O	1129_0	Aldol Condensation	102.031694052
C(C(CO)=O)=O	1129_0	Aldol Condensation	88.016043988
1129_0	C(C(C(C(C=O)=O)O)O)(CCO)=O	Aldol Condensation	190.04773804
C(C(CCO)=O)=O	1129_1	Knoevenagel H	102.031694052
C(C(CO)=O)=O	1129_1	Knoevenagel H	88.016043988
1129_1	C(C(C(C(C=O)=O)O)O)(CCO)=O	Knoevenagel H	190.04773804
C(C(CCO)=O)=O	1131_0	Aldol Condensation	102.031694052
C(C(CO)=O)=O	1131_0	Aldol Condensation	88.016043988
1131_0	C(C(CCO)(C(C(C=O)=O)O)O)=O	Aldol Condensation	190.04773804
C(C(CCO)=O)=O	1131_1	Knoevenagel H	102.031694052
C(C(CO)=O)=O	1131_1	Knoevenagel H	88.016043988
1131_1	C(C(CCO)(C(C(C=O)=O)O)O)=O	Knoevenagel H	190.04773804
C(C(CCO)=O)=O	1133_0	Aldol Condensation	102.031694052
C(CNC)=O	1133_0	Aldol Condensation	73.052763849
1133_0	C(C(C(CO)C(CNC)O)=O)=O	Aldol Condensation	175.084457901
C(C(CCO)=O)=O	1133_1	Knoevenagel C	102.031694052
C(CNC)=O	1133_1	Knoevenagel C	73.052763849
1133_1	C(C(C(CO)C(CNC)O)=O)=O	Knoevenagel C	175.084457901
C(C(CCO)=O)=O	1134_0	Aldol Condensation	102.031694052
C(CNC)=O	1134_0	Aldol Condensation	73.052763849
1134_0	C(C(C(C(CCO)=O)O)NC)=O	Aldol Condensation	175.084457901
C(C(CCO)=O)=O	1134_1	Knoevenagel H	102.031694052
C(CNC)=O	1134_1	Knoevenagel H	73.052763849
1134_1	C(C(C(C(CCO)=O)O)NC)=O	Knoevenagel H	175.084457901
C(C(CCO)=O)=O	1136_0	Aldol Condensation	102.031694052
C(CNC)=O	1136_0	Aldol Condensation	73.052763849
1136_0	C(C(CCO)(C(C=O)NC)O)=O	Aldol Condensation	175.084457901
C(C(CCO)=O)=O	1136_1	Knoevenagel H	102.031694052
C(CNC)=O	1136_1	Knoevenagel H	73.052763849
1136_1	C(C(CCO)(C(C=O)NC)O)=O	Knoevenagel H	175.084457901
C(C(CCO)=O)=O	1138_0	Aldol Condensation	102.031694052
C(C(O)O)=O	1138_0	Aldol Condensation	76.016043988
1138_0	C(C(C(CO)C(C(O)O)O)=O)=O	Aldol Condensation	178.04773804
C(C(CCO)=O)=O	1138_1	Knoevenagel C	102.031694052
C(C(O)O)=O	1138_1	Knoevenagel C	76.016043988
1138_1	C(C(C(CO)C(C(O)O)O)=O)=O	Knoevenagel C	178.04773804
C(CO)(CCO)=O	1139_0	Aldol Condensation	104.047344116
C(C(C=O)O)=O	1139_0	Aldol Condensation	88.016043988
1139_0	C(C(C(C(C=O)O)O)O)(CCO)=O	Aldol Condensation	192.063388104
C(CO)(CCO)=O	1139_1	Knoevenagel H	104.047344116
C(C(C=O)O)=O	1139_1	Knoevenagel H	88.016043988
1139_1	C(C(C(C(C=O)O)O)O)(CCO)=O	Knoevenagel H	192.063388104
C(CO)(CCO)=O	1140_0	Aldol Condensation	104.047344116
C(C(C=O)O)=O	1140_0	Aldol Condensation	88.016043988
1140_0	C(C(C(C(C(CO)=O)CO)O)O)=O	Aldol Condensation	192.063388104
C(CO)(CCO)=O	1140_1	Knoevenagel C	104.047344116
C(C(C=O)O)=O	1140_1	Knoevenagel C	88.016043988
1140_1	C(C(C(C(C(CO)=O)CO)O)O)=O	Knoevenagel C	192.063388104
C(CO)(CCO)=O	1142_0	Aldol Condensation	104.047344116
C(C)(CO)=O	1142_0	Aldol Condensation	74.036779432
1142_0	C(C(C(CO)(C)O)O)(CCO)=O	Aldol Condensation	178.084123548
C(CO)(CCO)=O	1142_1	Knoevenagel H	104.047344116
C(C)(CO)=O	1142_1	Knoevenagel H	74.036779432
1142_1	C(C(C(CO)(C)O)O)(CCO)=O	Knoevenagel H	178.084123548
C(CO)(CCO)=O	1144_0	Aldol Condensation	104.047344116
C(C)(CO)=O	1144_0	Aldol Condensation	74.036779432
1144_0	C(CO)(C(CO)C(CO)(C)O)=O	Aldol Condensation	178.084123548
C(CO)(CCO)=O	1144_1	Knoevenagel C	104.047344116
C(C)(CO)=O	1144_1	Knoevenagel C	74.036779432
1144_1	C(CO)(C(CO)C(CO)(C)O)=O	Knoevenagel C	178.084123548
C(CO)(CCO)=O	1146_0	Aldol Condensation	104.047344116
C(C)(CO)=O	1146_0	Aldol Condensation	74.036779432
1146_0	C(CO)(CC(CO)(CCO)O)=O	Aldol Condensation	178.084123548
C(CO)(CCO)=O	1148_0	Aldol Condensation	104.047344116
C(C)(CO)=O	1148_0	Aldol Condensation	74.036779432
1148_0	C(C)(C(C(CO)(CCO)O)O)=O	Aldol Condensation	178.084123548
C(CO)(CCO)=O	1148_1	Knoevenagel H	104.047344116
C(C)(CO)=O	1148_1	Knoevenagel H	74.036779432
1148_1	C(C)(C(C(CO)(CCO)O)O)=O	Knoevenagel H	178.084123548
C(CO)(CCO)=O	1150_0	Aldol Condensation	104.047344116
C(C)=O	1150_0	Aldol Condensation	44.026214748
1150_0	C(C(C(C)O)O)(CCO)=O	Aldol Condensation	148.073558864
C(CO)(CCO)=O	1150_1	Knoevenagel H	104.047344116
C(C)=O	1150_1	Knoevenagel H	44.026214748
1150_1	C(C(C(C)O)O)(CCO)=O	Knoevenagel H	148.073558864
C(CO)(CCO)=O	1152_0	Aldol Condensation	104.047344116
C(C)=O	1152_0	Aldol Condensation	44.026214748
1152_0	C(CO)(C(CO)C(C)O)=O	Aldol Condensation	148.073558864
C(CO)(CCO)=O	1152_1	Knoevenagel C	104.047344116
C(C)=O	1152_1	Knoevenagel C	44.026214748
1152_1	C(CO)(C(CO)C(C)O)=O	Knoevenagel C	148.073558864
C(CO)(CCO)=O	1154_0	Aldol Condensation	104.047344116
C(C)=O	1154_0	Aldol Condensation	44.026214748
1154_0	C(CC(CO)(CCO)O)=O	Aldol Condensation	148.073558864
C(CO)(CCO)=O	1155_0	Aldol Condensation	104.047344116
C(C(CO)=O)=O	1155_0	Aldol Condensation	88.016043988
1155_0	C(C(C(C(CCO)=O)O)O)(CO)=O	Aldol Condensation	192.063388104
C(CO)(CCO)=O	1155_1	Knoevenagel H	104.047344116
C(C(CO)=O)=O	1155_1	Knoevenagel H	88.016043988
1155_1	C(C(C(C(CCO)=O)O)O)(CO)=O	Knoevenagel H	192.063388104
C(CO)(CCO)=O	1157_0	Aldol Condensation	104.047344116
C(C(CO)=O)=O	1157_0	Aldol Condensation	88.016043988
1157_0	C(CO)(C(CO)C(C(CO)=O)O)=O	Aldol Condensation	192.063388104
C(CO)(CCO)=O	1157_1	Knoevenagel C	104.047344116
C(C(CO)=O)=O	1157_1	Knoevenagel C	88.016043988
1157_1	C(CO)(C(CO)C(C(CO)=O)O)=O	Knoevenagel C	192.063388104
C(CO)(CCO)=O	1158_0	Aldol Condensation	104.047344116
C(C(CO)=O)=O	1158_0	Aldol Condensation	88.016043988
1158_0	C(C(CO)(C(C(CCO)=O)O)O)=O	Aldol Condensation	192.063388104
C(CO)(CCO)=O	1158_1	Knoevenagel H	104.047344116
C(C(CO)=O)=O	1158_1	Knoevenagel H	88.016043988
1158_1	C(C(CO)(C(C(CCO)=O)O)O)=O	Knoevenagel H	192.063388104
C(CO)(CCO)=O	1160_0	Aldol Condensation	104.047344116
C(C(CO)=O)=O	1160_0	Aldol Condensation	88.016043988
1160_0	C(C(CO)(C(C(CO)=O)CO)O)=O	Aldol Condensation	192.063388104
C(CO)(CCO)=O	1160_1	Knoevenagel C	104.047344116
C(C(CO)=O)=O	1160_1	Knoevenagel C	88.016043988
1160_1	C(C(CO)(C(C(CO)=O)CO)O)=O	Knoevenagel C	192.063388104
C(CO)(CCO)=O	1162_0	Aldol Condensation	104.047344116
C(C(CO)=O)=O	1162_0	Aldol Condensation	88.016043988
1162_0	C(C(C(C(CO)(CCO)O)O)=O)=O	Aldol Condensation	192.063388104
C(CO)(CCO)=O	1162_1	Knoevenagel H	104.047344116
C(C(CO)=O)=O	1162_1	Knoevenagel H	88.016043988
1162_1	C(C(C(C(CO)(CCO)O)O)=O)=O	Knoevenagel H	192.063388104
C(CO)(CCO)=O	1164_0	Aldol Condensation	104.047344116
C(CNC)=O	1164_0	Aldol Condensation	73.052763849
1164_0	C(C(C(CNC)O)O)(CCO)=O	Aldol Condensation	177.100107965
C(CO)(CCO)=O	1164_1	Knoevenagel H	104.047344116
C(CNC)=O	1164_1	Knoevenagel H	73.052763849
1164_1	C(C(C(CNC)O)O)(CCO)=O	Knoevenagel H	177.100107965
C(CO)(CCO)=O	1166_0	Aldol Condensation	104.047344116
C(CNC)=O	1166_0	Aldol Condensation	73.052763849
1166_0	C(CO)(C(CO)C(CNC)O)=O	Aldol Condensation	177.100107965
C(CO)(CCO)=O	1166_1	Knoevenagel C	104.047344116
C(CNC)=O	1166_1	Knoevenagel C	73.052763849
1166_1	C(CO)(C(CO)C(CNC)O)=O	Knoevenagel C	177.100107965
C(CO)(CCO)=O	1168_0	Aldol Condensation	104.047344116
C(CNC)=O	1168_0	Aldol Condensation	73.052763849
1168_0	C(C(C(CO)(CCO)O)NC)=O	Aldol Condensation	177.100107965
C(CO)(CCO)=O	1168_1	Knoevenagel H	104.047344116
C(CNC)=O	1168_1	Knoevenagel H	73.052763849
1168_1	C(C(C(CO)(CCO)O)NC)=O	Knoevenagel H	177.100107965
C(CO)(CCO)=O	1170_0	Aldol Condensation	104.047344116
C(C(O)O)=O	1170_0	Aldol Condensation	76.016043988
1170_0	C(C(C(C(O)O)O)O)(CCO)=O	Aldol Condensation	180.063388104
C(CO)(CCO)=O	1170_1	Knoevenagel H	104.047344116
C(C(O)O)=O	1170_1	Knoevenagel H	76.016043988
1170_1	C(C(C(C(O)O)O)O)(CCO)=O	Knoevenagel H	180.063388104
C(CO)(CCO)=O	1172_0	Aldol Condensation	104.047344116
C(C(O)O)=O	1172_0	Aldol Condensation	76.016043988
1172_0	C(CO)(C(CO)C(C(O)O)O)=O	Aldol Condensation	180.063388104
C(CO)(CCO)=O	1172_1	Knoevenagel C	104.047344116
C(C(O)O)=O	1172_1	Knoevenagel C	76.016043988
1172_1	C(CO)(C(CO)C(C(O)O)O)=O	Knoevenagel C	180.063388104
C(C(C(C(C)=O)O)O)=O	1174_0	Aldol Condensation	132.042258736
C(C)=O	1174_0	Aldol Condensation	44.026214748
1174_0	C(C(C(C=O)O)O)(CC(C)O)=O	Aldol Condensation	176.068473484
C(C(C(C(C)=O)O)O)=O	1176_0	Aldol Condensation	132.042258736
C(C)=O	1176_0	Aldol Condensation	44.026214748
1176_0	C(CC(C(C(C(C)=O)O)O)O)=O	Aldol Condensation	176.068473484
C(C(C(C(C)=O)O)O)=O	1178_0	Aldol Condensation	132.042258736
C(C)=O	1178_0	Aldol Condensation	44.026214748
1178_0	C(CC(C)(C(C(C=O)O)O)O)=O	Aldol Condensation	176.068473484
C(C(C=O)O)=O	1179_0	Aldol Condensation	88.016043988
C(C)(CO)=O	1179_0	Aldol Condensation	74.036779432
1179_0	C(C(C(CC(CO)=O)O)O)=O	Aldol Condensation	162.05282342
C(C(C=O)O)=O	1180_0	Aldol Condensation	88.016043988
C(C)(CO)=O	1180_0	Aldol Condensation	74.036779432
1180_0	C(C(C(C(C(C)=O)O)O)O)=O	Aldol Condensation	162.05282342
C(C(C=O)O)=O	1180_1	Knoevenagel H	88.016043988
C(C)(CO)=O	1180_1	Knoevenagel H	74.036779432
1180_1	C(C(C(C(C(C)=O)O)O)O)=O	Knoevenagel H	162.05282342
