Source	Target	Reaction Name	Mass
O	120_0	Hydration of C=C(O)	18.010564684
C=CC(O)=O	120_0	Hydration of C=C(O)	72.021129368
120_0	C(C(C)O)(O)=O	Hydration of C=C(O)	90.031694052
C=CC(O)=O	121_0	Alpha-Beta Unsaturated Acid Decarboxylation	72.021129368
121_0	C(=O)=O	Alpha-Beta Unsaturated Acid Decarboxylation	43.98982924
121_0	C=C	Alpha-Beta Unsaturated Acid Decarboxylation	28.031300127999998
C(C(O)=O)(O)=O	122_0	Alpha-Keto Acid Decarboxylation	89.995308544
122_0	C(O)=O	Alpha-Keto Acid Decarboxylation	46.005479304
122_0	C(=O)=O	Alpha-Keto Acid Decarboxylation	43.98982924
C(C(C)=O)(O)=O	123_0	Alpha-Keto Acid Decarboxylation	88.01604398799999
123_0	C(C)=O	Alpha-Keto Acid Decarboxylation	44.026214748
123_0	C(=O)=O	Alpha-Keto Acid Decarboxylation	43.98982924
[H+]	125_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	1.007276452
[Fe+2]	125_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933840339999996
[Fe+2]	125_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933840339999996
C(C(O)=O)(O)=O	125_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	89.995308544
125_0	[Fe+3]	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933291759999996
125_0	[Fe+3]	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933291759999996
125_0	[C](C(O)=O)(O)O	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	91.003133576
[H+]	127_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	1.007276452
[Fe+2]	127_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933840339999996
[Fe+2]	127_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933840339999996
C(C(C)=O)(O)=O	127_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	88.01604398799999
127_0	[Fe+3]	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933291759999996
127_0	[Fe+3]	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933291759999996
127_0	C([C](C)O)(O)=O	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	89.02386901999999
[OH-]	128_0	Fe3 ---> Fe2 Aldehyde to acid	17.003288232
[Fe+3]	128_0	Fe3 ---> Fe2 Aldehyde to acid	55.933291759999996
[Fe+3]	128_0	Fe3 ---> Fe2 Aldehyde to acid	55.933291759999996
C(C(O)O)=O	128_0	Fe3 ---> Fe2 Aldehyde to acid	76.01604398799999
128_0	[H+]	Fe3 ---> Fe2 Aldehyde to acid	1.007276452
128_0	[Fe+2]	Fe3 ---> Fe2 Aldehyde to acid	55.933840339999996
128_0	[Fe+2]	Fe3 ---> Fe2 Aldehyde to acid	55.933840339999996
128_0	C(C(O)O)(O)=O	Fe3 ---> Fe2 Aldehyde to acid	92.010958608
[OH-]	129_0	Fe3 ---> Fe2 Aldehyde to acid	17.003288232
[Fe+3]	129_0	Fe3 ---> Fe2 Aldehyde to acid	55.933291759999996
[Fe+3]	129_0	Fe3 ---> Fe2 Aldehyde to acid	55.933291759999996
C(C(C)O)=O	129_0	Fe3 ---> Fe2 Aldehyde to acid	74.036779432
129_0	[H+]	Fe3 ---> Fe2 Aldehyde to acid	1.007276452
129_0	[Fe+2]	Fe3 ---> Fe2 Aldehyde to acid	55.933840339999996
129_0	[Fe+2]	Fe3 ---> Fe2 Aldehyde to acid	55.933840339999996
129_0	C(C(C)O)(O)=O	Fe3 ---> Fe2 Aldehyde to acid	90.031694052
[Fe+3]	130_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
[Fe+3]	130_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
C(C(O)O)=O	130_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	76.01604398799999
130_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
130_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
130_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
130_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
130_0	C(C(O)=O)=O	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	74.000393924
[Fe+3]	131_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
[Fe+3]	131_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
C(C(C)O)=O	131_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	74.036779432
131_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
131_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
131_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
131_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
131_0	C(C(C)=O)=O	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	72.021129368
[H+]	132_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	1.007276452
[H+]	132_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	1.007276452
[Fe+2]	132_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933840339999996
[Fe+2]	132_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933840339999996
C(C(O)=O)(O)=O	132_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	89.995308544
132_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933291759999996
132_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933291759999996
132_0	C(C(O)O)(O)=O	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	92.010958608
[H+]	133_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	1.007276452
[H+]	133_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	1.007276452
[Fe+2]	133_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933840339999996
[Fe+2]	133_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933840339999996
C(C(C)=O)(O)=O	133_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	88.01604398799999
133_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933291759999996
133_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933291759999996
133_0	C(C(C)O)(O)=O	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	90.031694052
C(C(O)O)(O)=O	134_0	Benzilic Acid Rearrangement (inverse)	92.010958608
134_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
134_0	C(C(O)=O)=O	Benzilic Acid Rearrangement (inverse)	74.000393924
C=O	136_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	136_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(C)=CC=O	136_0	Cannizarro 2, HCHO (oxidation)	70.041864812
136_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
136_0	C(C)=CCO	Cannizarro 2, HCHO (oxidation)	72.057514876
C=O	138_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	138_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(CC=C)=O	138_0	Cannizarro 2, HCHO (oxidation)	70.041864812
138_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
138_0	C=CCCO	Cannizarro 2, HCHO (oxidation)	72.057514876
C=O	140_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	140_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C=CC=O	140_0	Cannizarro 2, HCHO (oxidation)	56.026214748
140_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
140_0	C=CCO	Cannizarro 2, HCHO (oxidation)	58.041864812
C=O	142_0	Cannizarro 2, HCHO (reduction)	30.010564684
O	142_0	Cannizarro 2, HCHO (reduction)	18.010564684
C(C)=CC=O	142_0	Cannizarro 2, HCHO (reduction)	70.041864812
142_0	CO	Cannizarro 2, HCHO (reduction)	32.026214748
142_0	C(C)=CC(O)=O	Cannizarro 2, HCHO (reduction)	86.036779432
C=O	144_0	Cannizarro 2, HCHO (reduction)	30.010564684
O	144_0	Cannizarro 2, HCHO (reduction)	18.010564684
C(CC=C)=O	144_0	Cannizarro 2, HCHO (reduction)	70.041864812
144_0	CO	Cannizarro 2, HCHO (reduction)	32.026214748
144_0	C(CC=C)(O)=O	Cannizarro 2, HCHO (reduction)	86.036779432
C=O	145_0	Cannizarro 2, HCHO (reduction)	30.010564684
O	145_0	Cannizarro 2, HCHO (reduction)	18.010564684
C=CC=O	145_0	Cannizarro 2, HCHO (reduction)	56.026214748
145_0	CO	Cannizarro 2, HCHO (reduction)	32.026214748
145_0	C=CC(O)=O	Cannizarro 2, HCHO (reduction)	72.021129368
C(C(O)O)O	146_0	Elimination + enol to keto	78.031694052
146_0	O	Elimination + enol to keto	18.010564684
146_0	C(C)(O)=O	Elimination + enol to keto	60.021129368
C(C(O)O)O	147_0	Elimination + enol to keto	78.031694052
147_0	C(CO)=O	Elimination + enol to keto	60.021129368000004
147_0	O	Elimination + enol to keto	18.010564684
CC(CO)O	149_0	Elimination + enol to keto	76.052429496
149_0	O	Elimination + enol to keto	18.010564684
149_0	C(C)(C)=O	Elimination + enol to keto	58.041864812
CC(CO)O	151_0	Elimination + enol to keto	76.052429496
151_0	O	Elimination + enol to keto	18.010564684
151_0	C(CC)=O	Elimination + enol to keto	58.041864812
CC(CCO)O	153_0	Elimination2	90.06807956
153_0	O	Elimination2	18.010564684
153_0	C=CC(C)O	Elimination2	72.057514876
CC(CCO)O	154_0	Elimination2	90.06807956
154_0	O	Elimination2	18.010564684
154_0	C(C)=CCO	Elimination2	72.057514876
CC(CCO)O	155_0	Elimination2	90.06807956
155_0	O	Elimination2	18.010564684
155_0	C=CCCO	Elimination2	72.057514876
C(CCO)O	156_0	Elimination2	76.052429496
156_0	O	Elimination2	18.010564684
156_0	C=CCO	Elimination2	58.041864812
C(CCO)(O)=O	157_0	Elimination2	90.031694052
157_0	O	Elimination2	18.010564684
157_0	C=CC(O)=O	Elimination2	72.021129368
CC(CO)O	158_0	Elimination2	76.052429496
158_0	O	Elimination2	18.010564684
158_0	C=CCO	Elimination2	58.041864812
C([C](C)O)(O)=O	160_0	Elimination2	89.02386901999999
160_0	O	Elimination2	18.010564684
160_0	[C](C(O)=O)=C	Elimination2	71.013304336
O	162_0	Hydration of C(=O)C	18.010564684
C(CC=C)=O	162_0	Hydration of C(=O)C	70.041864812
162_0	C=CC(CO)O	Hydration of C(=O)C	88.052429496
O	163_0	Hydration of C=C(O)	18.010564684
C(C)=CC=O	163_0	Hydration of C=C(O)	70.041864812
163_0	C(CC(C)O)=O	Hydration of C=C(O)	88.052429496
O	165_0	Hydration of C=C(O)	18.010564684
C(C)=CC=O	165_0	Hydration of C=C(O)	70.041864812
165_0	C(C(CC)O)=O	Hydration of C=C(O)	88.052429496
O	167_0	Hydration of C=C(O)	18.010564684
C(CC=C)=O	167_0	Hydration of C=C(O)	70.041864812
167_0	C(CCCO)=O	Hydration of C=C(O)	88.052429496
O	168_0	Hydration of C=C(O)	18.010564684
C(CC=C)=O	168_0	Hydration of C=C(O)	70.041864812
168_0	C(CC(C)O)=O	Hydration of C=C(O)	88.052429496
O	169_0	Hydration of C=C(O)	18.010564684
C=CC=O	169_0	Hydration of C=C(O)	56.026214748
169_0	C(C(C)O)=O	Hydration of C=C(O)	74.036779432
O	170_0	Hydration of C=C(O)	18.010564684
C=CC=O	170_0	Hydration of C=C(O)	56.026214748
170_0	C(CCO)=O	Hydration of C=C(O)	74.036779432
O	171_0	Hydration of C=C(O)	18.010564684
C=C	171_0	Hydration of C=C(O)	28.031300127999998
171_0	CCO	Hydration of C=C(O)	46.041864812
CO	172_0	Michael Addition 0,2, 	32.026214748
C=CC=O	172_0	Michael Addition 0,2, 	56.026214748
172_0	C(CCCO)=O	Michael Addition 0,2, 	88.052429496
[Fe+3]	173_0	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933291759999996
[Fe+3]	173_0	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933291759999996
C(C(O)O)(O)=O	173_0	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	92.010958608
173_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	1.007276452
173_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	1.007276452
173_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933840339999996
173_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933840339999996
173_0	C(C(O)=O)(O)=O	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	89.995308544
C=O	175_0	Aldol Condensation	30.010564684
C(C)(C)=O	175_0	Aldol Condensation	58.041864812
175_0	C(C)(CCO)=O	Aldol Condensation	88.052429496
C=O	177_0	Aldol Condensation	30.010564684
C(CC)=O	177_0	Aldol Condensation	58.041864812
177_0	C(C(C)CO)=O	Aldol Condensation	88.052429496
C(C(CC)O)=O	179_0	Keto-enol migration twice	88.052429496
179_0	C(CO)(CC)=O	Keto-enol migration twice	88.052429496
C=O	181_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	181_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(CC)=O	181_0	Cannizarro 2, HCHO (oxidation)	58.041864812
181_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
181_0	CCCO	Cannizarro 2, HCHO (oxidation)	60.057514876
C=O	183_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	183_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(C(CC)O)=O	183_0	Cannizarro 2, HCHO (oxidation)	88.052429496
183_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
183_0	CCC(CO)O	Cannizarro 2, HCHO (oxidation)	90.06807956
C=O	185_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	185_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(CCCO)=O	185_0	Cannizarro 2, HCHO (oxidation)	88.052429496
185_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
185_0	C(CCCO)O	Cannizarro 2, HCHO (oxidation)	90.06807956
C=O	187_0	Cannizarro 2, HCHO (reduction)	30.010564684
O	187_0	Cannizarro 2, HCHO (reduction)	18.010564684
C(CC)=O	187_0	Cannizarro 2, HCHO (reduction)	58.041864812
187_0	CO	Cannizarro 2, HCHO (reduction)	32.026214748
187_0	C(CC)(O)=O	Cannizarro 2, HCHO (reduction)	74.036779432
C=CC(CO)O	188_0	Elimination + enol to keto	88.052429496
188_0	O	Elimination + enol to keto	18.010564684
188_0	C(CC=C)=O	Elimination + enol to keto	70.041864812
C=CC(CO)O	190_0	Elimination + enol to keto	88.052429496
190_0	O	Elimination + enol to keto	18.010564684
190_0	C=CC(C)=O	Elimination + enol to keto	70.041864812
C=CCCO	192_0	Elimination2	72.057514876
192_0	O	Elimination2	18.010564684
192_0	C=CC=C	Elimination2	54.046950192
C=CC(C)O	193_0	Elimination2	72.057514876
193_0	O	Elimination2	18.010564684
193_0	C=CC=C	Elimination2	54.046950192
C(C(CC)O)=O	194_0	Elimination2	88.052429496
194_0	O	Elimination2	18.010564684
194_0	C(C)=CC=O	Elimination2	70.041864812
C(CCCO)=O	195_0	Elimination2	88.052429496
195_0	O	Elimination2	18.010564684
195_0	C(CC=C)=O	Elimination2	70.041864812
O	196_0	Hydration of C(=O)C	18.010564684
C(C)(C)=O	196_0	Hydration of C(=O)C	58.041864812
196_0	CC(CO)O	Hydration of C(=O)C	76.052429496
O	197_0	Hydration of C(=O)C	18.010564684
C(CC)=O	197_0	Hydration of C(=O)C	58.041864812
197_0	CC(CO)O	Hydration of C(=O)C	76.052429496
O	198_0	Hydration of C=C(O)	18.010564684
C(C)=CCO	198_0	Hydration of C=C(O)	72.057514876
198_0	CC(CCO)O	Hydration of C=C(O)	90.06807956
O	199_0	Hydration of C=C(O)	18.010564684
C(C)=CCO	199_0	Hydration of C=C(O)	72.057514876
199_0	CCC(CO)O	Hydration of C=C(O)	90.06807956
O	200_0	Hydration of C=C(O)	18.010564684
C=CCCO	200_0	Hydration of C=C(O)	72.057514876
200_0	C(CCCO)O	Hydration of C=C(O)	90.06807956
O	201_0	Hydration of C=C(O)	18.010564684
C=CCCO	201_0	Hydration of C=C(O)	72.057514876
201_0	CC(CCO)O	Hydration of C=C(O)	90.06807956
O	202_0	Hydration of C=C(O)	18.010564684
C=CCO	202_0	Hydration of C=C(O)	58.041864812
202_0	CC(CO)O	Hydration of C=C(O)	76.052429496
O	203_0	Hydration of C=C(O)	18.010564684
C=CCO	203_0	Hydration of C=C(O)	58.041864812
203_0	C(CCO)O	Hydration of C=C(O)	76.052429496
O	205_0	Hydration of C=C(O)	18.010564684
C=CC(C)O	205_0	Hydration of C=C(O)	72.057514876
205_0	CC(C(C)O)O	Hydration of C=C(O)	90.06807956
O	206_0	Hydration of C=C(O)	18.010564684
C=CC(C)O	206_0	Hydration of C=C(O)	72.057514876
206_0	CC(CCO)O	Hydration of C=C(O)	90.06807956
O	208_0	Hydration of C=C(O)	18.010564684
[C](C(O)=O)=C	208_0	Hydration of C=C(O)	71.013304336
208_0	C([CH]CO)(O)=O	Hydration of C=C(O)	89.02386901999999
O	209_0	Hydration of C=C(O)	18.010564684
[C](C(O)=O)=C	209_0	Hydration of C=C(O)	71.013304336
209_0	C([C](C)O)(O)=O	Hydration of C=C(O)	89.02386901999999
C(C)=CC(O)=O	211_0	Alpha-Beta Unsaturated Acid Decarboxylation	86.036779432
211_0	C(=O)=O	Alpha-Beta Unsaturated Acid Decarboxylation	43.98982924
211_0	C=CC	Alpha-Beta Unsaturated Acid Decarboxylation	42.046950192
C(CC=C)(O)=O	212_0	Beta-gamma Unsaturated Acid Decarboxylation	86.036779432
212_0	C(=O)=O	Beta-gamma Unsaturated Acid Decarboxylation	43.98982924
212_0	C=CC	Beta-gamma Unsaturated Acid Decarboxylation	42.046950192
C(CCCO)=O	214_0	Hemiacetal Formation for 5 membered rings	88.052429496
214_0	C1CCC(O)O1	Hemiacetal Formation for 5 membered rings	88.052429496
C(CCCO)=O	215_0	Michael Addition 0,2, (reverse)	88.052429496
215_0	CO	Michael Addition 0,2, (reverse)	32.026214748
215_0	C=CC=O	Michael Addition 0,2, (reverse)	56.026214748
[Fe+3]	217_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
[Fe+3]	217_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
C(C(CC)O)=O	217_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	88.052429496
217_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
217_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
217_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
217_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
217_0	C(C(CC)=O)=O	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	86.036779432
C(C)(CCO)=O	218_0	Retro Aldol	88.052429496
218_0	C=O	Retro Aldol	30.010564684
218_0	C(C)(C)=O	Retro Aldol	58.041864812
C(C(C)CO)=O	219_0	Retro Aldol	88.052429496
219_0	C=O	Retro Aldol	30.010564684
219_0	C(CC)=O	Retro Aldol	58.041864812
C(CO)(CC)=O	220_0	Keto-enol migration twice	88.052429496
220_0	C(C(CC)O)=O	Keto-enol migration twice	88.052429496
C=O	222_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	222_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(C(C)CO)=O	222_0	Cannizarro 2, HCHO (oxidation)	88.052429496
222_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
222_0	CC(CO)CO	Cannizarro 2, HCHO (oxidation)	90.06807956
C=O	223_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	223_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(C(CC)=O)=O	223_0	Cannizarro 2, HCHO (oxidation)	86.036779432
223_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
223_0	C(CO)(CC)=O	Cannizarro 2, HCHO (oxidation)	88.052429496
CCC(CO)O	225_0	Elimination + enol to keto	90.06807956
225_0	O	Elimination + enol to keto	18.010564684
225_0	C(CCC)=O	Elimination + enol to keto	72.057514876
CCC(CO)O	227_0	Elimination + enol to keto	90.06807956
227_0	O	Elimination + enol to keto	18.010564684
227_0	C(C)(CC)=O	Elimination + enol to keto	72.057514876
CC(C(C)O)O	228_0	Elimination + enol to keto	90.06807956
228_0	O	Elimination + enol to keto	18.010564684
228_0	C(C)(CC)=O	Elimination + enol to keto	72.057514876
C(C)(CCO)=O	229_0	Elimination2	88.052429496
229_0	O	Elimination2	18.010564684
229_0	C=CC(C)=O	Elimination2	70.041864812
C(C(C)CO)=O	231_0	Elimination2	88.052429496
231_0	O	Elimination2	18.010564684
231_0	C=C(C=O)C	Elimination2	70.041864812
CCCO	232_0	Elimination2	60.057514876
232_0	O	Elimination2	18.010564684
232_0	C=CC	Elimination2	42.046950192
CCC(CO)O	233_0	Elimination2	90.06807956
233_0	O	Elimination2	18.010564684
233_0	C(C)=CCO	Elimination2	72.057514876
C(CCCO)O	234_0	Elimination2	90.06807956
234_0	O	Elimination2	18.010564684
234_0	C=CCCO	Elimination2	72.057514876
CC(C(C)O)O	235_0	Elimination2	90.06807956
235_0	O	Elimination2	18.010564684
235_0	C=CC(C)O	Elimination2	72.057514876
C([CH]CO)(O)=O	236_0	Elimination2	89.02386901999999
236_0	O	Elimination2	18.010564684
236_0	[C](C(O)=O)=C	Elimination2	71.013304336
C1CCC(O)O1	238_0	Elimination2	88.052429496
238_0	O	Elimination2	18.010564684
238_0	C1CCOC=1	Elimination2	70.041864812
O	239_0	Hydration of C(=O)C	18.010564684
C=CC(C)=O	239_0	Hydration of C(=O)C	70.041864812
239_0	C=CC(CO)O	Hydration of C(=O)C	88.052429496
O	240_0	Hydration of C=C(O)	18.010564684
C=CC(C)=O	240_0	Hydration of C=C(O)	70.041864812
240_0	C(C)(CCO)=O	Hydration of C=C(O)	88.052429496
O	242_0	Hydration of C=C(O)	18.010564684
C=CC(C)=O	242_0	Hydration of C=C(O)	70.041864812
242_0	C(C)(C(C)O)=O	Hydration of C=C(O)	88.052429496
O	243_0	Hydration of C=C(O)	18.010564684
C=CC=C	243_0	Hydration of C=C(O)	54.046950192
243_0	C=CC(C)O	Hydration of C=C(O)	72.057514876
O	244_0	Hydration of C=C(O)	18.010564684
C=CC=C	244_0	Hydration of C=C(O)	54.046950192
244_0	C=CCCO	Hydration of C=C(O)	72.057514876
O	246_0	Hydration of C=C(O)	18.010564684
C=CC	246_0	Hydration of C=C(O)	42.046950192
246_0	CC(C)O	Hydration of C=C(O)	60.057514876
O	247_0	Hydration of C=C(O)	18.010564684
C=CC	247_0	Hydration of C=C(O)	42.046950192
247_0	CCCO	Hydration of C=C(O)	60.057514876
C1CCC(O)O1	248_0	Hemiacetal Formation for 5 membered rings, inverse	88.052429496
248_0	C(CCCO)=O	Hemiacetal Formation for 5 membered rings, inverse	88.052429496
C=CC=O	250_0	Michael Addition 0,2, 	56.026214748
C=CC	250_0	Michael Addition 0,2, 	42.046950192
250_0	C(CCCC=C)=O	Michael Addition 0,2, 	98.07316494
[H+]	251_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	1.007276452
[H+]	251_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	1.007276452
[Fe+2]	251_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933840339999996
[Fe+2]	251_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933840339999996
C(C(CC)=O)=O	251_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	86.036779432
251_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933291759999996
251_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933291759999996
251_0	C(C(CC)O)=O	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	88.052429496
C(C)(C(C)O)=O	252_0	Keto-enol migration twice	88.052429496
252_0	C(C)(C(C)O)=O	Keto-enol migration twice	88.052429496
C=O	254_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	254_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(CCC)=O	254_0	Cannizarro 2, HCHO (oxidation)	72.057514876
254_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
254_0	CCCCO	Cannizarro 2, HCHO (oxidation)	74.07316494
C=O	256_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	256_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C=C(C=O)C	256_0	Cannizarro 2, HCHO (oxidation)	70.041864812
