ID	Species	R or P	Reaction Name	Mass
106_0	C(C(O)O)(O)=O	1	Cannizarro 2, HCHO (reduction)	92.010958608
107_0	C=O	-1	Cannizarro 2, HCHO (reduction)	30.010564684
107_0	O	-1	Cannizarro 2, HCHO (reduction)	18.010564684
107_0	C(C(C)O)=O	-1	Cannizarro 2, HCHO (reduction)	74.036779432
107_0	CO	1	Cannizarro 2, HCHO (reduction)	32.026214748
107_0	C(C(C)O)(O)=O	1	Cannizarro 2, HCHO (reduction)	90.031694052
109_0	C(CC(C)O)=O	-1	Elimination2	88.052429496
109_0	O	1	Elimination2	18.010564684
109_0	C(C)=CC=O	1	Elimination2	70.041864812
111_0	C(CC(C)O)=O	-1	Elimination2	88.052429496
111_0	O	1	Elimination2	18.010564684
111_0	C(CC=C)=O	1	Elimination2	70.041864812
113_0	C(CCO)=O	-1	Elimination2	74.036779432
113_0	O	1	Elimination2	18.010564684
113_0	C=CC=O	1	Elimination2	56.026214748
115_0	CCO	-1	Elimination2	46.041864812
115_0	O	1	Elimination2	18.010564684
115_0	C=C	1	Elimination2	28.031300127999998
116_0	C(C(C)O)=O	-1	Elimination2	74.036779432
116_0	O	1	Elimination2	18.010564684
116_0	C=CC=O	1	Elimination2	56.026214748
117_0	O	-1	Hydration of C(=O)C	18.010564684
117_0	C(CCO)=O	-1	Hydration of C(=O)C	74.036779432
117_0	C(C(CO)O)O	1	Hydration of C(=O)C	92.047344116
118_0	O	-1	Hydration of C(=O)C	18.010564684
118_0	C(C)(CO)=O	-1	Hydration of C(=O)C	74.036779432
118_0	C(C(CO)O)O	1	Hydration of C(=O)C	92.047344116
119_0	O	-1	Hydration of C=C(O)	18.010564684
119_0	C=CC(O)=O	-1	Hydration of C=C(O)	72.021129368
119_0	C(CCO)(O)=O	1	Hydration of C=C(O)	90.031694052
120_0	O	-1	Hydration of C=C(O)	18.010564684
120_0	C=CC(O)=O	-1	Hydration of C=C(O)	72.021129368
120_0	C(C(C)O)(O)=O	1	Hydration of C=C(O)	90.031694052
121_0	C=CC(O)=O	-1	Alpha-Beta Unsaturated Acid Decarboxylation	72.021129368
121_0	C(=O)=O	1	Alpha-Beta Unsaturated Acid Decarboxylation	43.98982924
121_0	C=C	1	Alpha-Beta Unsaturated Acid Decarboxylation	28.031300127999998
122_0	C(C(O)=O)(O)=O	-1	Alpha-Keto Acid Decarboxylation	89.995308544
122_0	C(O)=O	1	Alpha-Keto Acid Decarboxylation	46.005479304
122_0	C(=O)=O	1	Alpha-Keto Acid Decarboxylation	43.98982924
123_0	C(C(C)=O)(O)=O	-1	Alpha-Keto Acid Decarboxylation	88.01604398799999
123_0	C(C)=O	1	Alpha-Keto Acid Decarboxylation	44.026214748
123_0	C(=O)=O	1	Alpha-Keto Acid Decarboxylation	43.98982924
125_0	[H+]	-1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	1.007276452
125_0	[Fe+2]	-1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933840339999996
125_0	[Fe+2]	-1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933840339999996
125_0	C(C(O)=O)(O)=O	-1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	89.995308544
125_0	[Fe+3]	1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933291759999996
125_0	[Fe+3]	1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933291759999996
125_0	[C](C(O)=O)(O)O	1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	91.003133576
127_0	[H+]	-1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	1.007276452
127_0	[Fe+2]	-1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933840339999996
127_0	[Fe+2]	-1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933840339999996
127_0	C(C(C)=O)(O)=O	-1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	88.01604398799999
127_0	[Fe+3]	1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933291759999996
127_0	[Fe+3]	1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933291759999996
127_0	C([C](C)O)(O)=O	1	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	89.02386901999999
128_0	[OH-]	-1	Fe3 ---> Fe2 Aldehyde to acid	17.003288232
128_0	[Fe+3]	-1	Fe3 ---> Fe2 Aldehyde to acid	55.933291759999996
128_0	[Fe+3]	-1	Fe3 ---> Fe2 Aldehyde to acid	55.933291759999996
128_0	C(C(O)O)=O	-1	Fe3 ---> Fe2 Aldehyde to acid	76.01604398799999
128_0	[H+]	1	Fe3 ---> Fe2 Aldehyde to acid	1.007276452
128_0	[Fe+2]	1	Fe3 ---> Fe2 Aldehyde to acid	55.933840339999996
128_0	[Fe+2]	1	Fe3 ---> Fe2 Aldehyde to acid	55.933840339999996
128_0	C(C(O)O)(O)=O	1	Fe3 ---> Fe2 Aldehyde to acid	92.010958608
129_0	[OH-]	-1	Fe3 ---> Fe2 Aldehyde to acid	17.003288232
129_0	[Fe+3]	-1	Fe3 ---> Fe2 Aldehyde to acid	55.933291759999996
129_0	[Fe+3]	-1	Fe3 ---> Fe2 Aldehyde to acid	55.933291759999996
129_0	C(C(C)O)=O	-1	Fe3 ---> Fe2 Aldehyde to acid	74.036779432
129_0	[H+]	1	Fe3 ---> Fe2 Aldehyde to acid	1.007276452
129_0	[Fe+2]	1	Fe3 ---> Fe2 Aldehyde to acid	55.933840339999996
129_0	[Fe+2]	1	Fe3 ---> Fe2 Aldehyde to acid	55.933840339999996
129_0	C(C(C)O)(O)=O	1	Fe3 ---> Fe2 Aldehyde to acid	90.031694052
130_0	[Fe+3]	-1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
130_0	[Fe+3]	-1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
130_0	C(C(O)O)=O	-1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	76.01604398799999
130_0	[H+]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
130_0	[H+]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
130_0	[Fe+2]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
130_0	[Fe+2]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
130_0	C(C(O)=O)=O	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	74.000393924
131_0	[Fe+3]	-1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
131_0	[Fe+3]	-1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
131_0	C(C(C)O)=O	-1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	74.036779432
131_0	[H+]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
131_0	[H+]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
131_0	[Fe+2]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
131_0	[Fe+2]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
131_0	C(C(C)=O)=O	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	72.021129368
132_0	[H+]	-1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	1.007276452
132_0	[H+]	-1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	1.007276452
132_0	[Fe+2]	-1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933840339999996
132_0	[Fe+2]	-1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933840339999996
132_0	C(C(O)=O)(O)=O	-1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	89.995308544
132_0	[Fe+3]	1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933291759999996
132_0	[Fe+3]	1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933291759999996
132_0	C(C(O)O)(O)=O	1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	92.010958608
133_0	[H+]	-1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	1.007276452
133_0	[H+]	-1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	1.007276452
133_0	[Fe+2]	-1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933840339999996
133_0	[Fe+2]	-1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933840339999996
133_0	C(C(C)=O)(O)=O	-1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	88.01604398799999
133_0	[Fe+3]	1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933291759999996
133_0	[Fe+3]	1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933291759999996
133_0	C(C(C)O)(O)=O	1	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	90.031694052
134_0	C(C(O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	92.010958608
134_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
134_0	C(C(O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	74.000393924
136_0	C=O	-1	Cannizarro 2, HCHO (oxidation)	30.010564684
136_0	O	-1	Cannizarro 2, HCHO (oxidation)	18.010564684
136_0	C(C)=CC=O	-1	Cannizarro 2, HCHO (oxidation)	70.041864812
136_0	C(O)=O	1	Cannizarro 2, HCHO (oxidation)	46.005479304
136_0	C(C)=CCO	1	Cannizarro 2, HCHO (oxidation)	72.057514876
138_0	C=O	-1	Cannizarro 2, HCHO (oxidation)	30.010564684
138_0	O	-1	Cannizarro 2, HCHO (oxidation)	18.010564684
138_0	C(CC=C)=O	-1	Cannizarro 2, HCHO (oxidation)	70.041864812
138_0	C(O)=O	1	Cannizarro 2, HCHO (oxidation)	46.005479304
138_0	C=CCCO	1	Cannizarro 2, HCHO (oxidation)	72.057514876
140_0	C=O	-1	Cannizarro 2, HCHO (oxidation)	30.010564684
140_0	O	-1	Cannizarro 2, HCHO (oxidation)	18.010564684
140_0	C=CC=O	-1	Cannizarro 2, HCHO (oxidation)	56.026214748
140_0	C(O)=O	1	Cannizarro 2, HCHO (oxidation)	46.005479304
140_0	C=CCO	1	Cannizarro 2, HCHO (oxidation)	58.041864812
142_0	C=O	-1	Cannizarro 2, HCHO (reduction)	30.010564684
142_0	O	-1	Cannizarro 2, HCHO (reduction)	18.010564684
142_0	C(C)=CC=O	-1	Cannizarro 2, HCHO (reduction)	70.041864812
142_0	CO	1	Cannizarro 2, HCHO (reduction)	32.026214748
142_0	C(C)=CC(O)=O	1	Cannizarro 2, HCHO (reduction)	86.036779432
144_0	C=O	-1	Cannizarro 2, HCHO (reduction)	30.010564684
144_0	O	-1	Cannizarro 2, HCHO (reduction)	18.010564684
144_0	C(CC=C)=O	-1	Cannizarro 2, HCHO (reduction)	70.041864812
144_0	CO	1	Cannizarro 2, HCHO (reduction)	32.026214748
144_0	C(CC=C)(O)=O	1	Cannizarro 2, HCHO (reduction)	86.036779432
145_0	C=O	-1	Cannizarro 2, HCHO (reduction)	30.010564684
145_0	O	-1	Cannizarro 2, HCHO (reduction)	18.010564684
145_0	C=CC=O	-1	Cannizarro 2, HCHO (reduction)	56.026214748
145_0	CO	1	Cannizarro 2, HCHO (reduction)	32.026214748
145_0	C=CC(O)=O	1	Cannizarro 2, HCHO (reduction)	72.021129368
146_0	C(C(O)O)O	-1	Elimination + enol to keto	78.031694052
146_0	O	1	Elimination + enol to keto	18.010564684
146_0	C(C)(O)=O	1	Elimination + enol to keto	60.021129368
147_0	C(C(O)O)O	-1	Elimination + enol to keto	78.031694052
147_0	C(CO)=O	1	Elimination + enol to keto	60.021129368000004
147_0	O	1	Elimination + enol to keto	18.010564684
149_0	CC(CO)O	-1	Elimination + enol to keto	76.052429496
149_0	O	1	Elimination + enol to keto	18.010564684
149_0	C(C)(C)=O	1	Elimination + enol to keto	58.041864812
151_0	CC(CO)O	-1	Elimination + enol to keto	76.052429496
151_0	O	1	Elimination + enol to keto	18.010564684
151_0	C(CC)=O	1	Elimination + enol to keto	58.041864812
153_0	CC(CCO)O	-1	Elimination2	90.06807956
153_0	O	1	Elimination2	18.010564684
153_0	C=CC(C)O	1	Elimination2	72.057514876
154_0	CC(CCO)O	-1	Elimination2	90.06807956
154_0	O	1	Elimination2	18.010564684
154_0	C(C)=CCO	1	Elimination2	72.057514876
155_0	CC(CCO)O	-1	Elimination2	90.06807956
155_0	O	1	Elimination2	18.010564684
155_0	C=CCCO	1	Elimination2	72.057514876
156_0	C(CCO)O	-1	Elimination2	76.052429496
156_0	O	1	Elimination2	18.010564684
156_0	C=CCO	1	Elimination2	58.041864812
157_0	C(CCO)(O)=O	-1	Elimination2	90.031694052
157_0	O	1	Elimination2	18.010564684
157_0	C=CC(O)=O	1	Elimination2	72.021129368
158_0	CC(CO)O	-1	Elimination2	76.052429496
158_0	O	1	Elimination2	18.010564684
158_0	C=CCO	1	Elimination2	58.041864812
160_0	C([C](C)O)(O)=O	-1	Elimination2	89.02386901999999
160_0	O	1	Elimination2	18.010564684
160_0	[C](C(O)=O)=C	1	Elimination2	71.013304336
162_0	O	-1	Hydration of C(=O)C	18.010564684
162_0	C(CC=C)=O	-1	Hydration of C(=O)C	70.041864812
162_0	C=CC(CO)O	1	Hydration of C(=O)C	88.052429496
163_0	O	-1	Hydration of C=C(O)	18.010564684
163_0	C(C)=CC=O	-1	Hydration of C=C(O)	70.041864812
163_0	C(CC(C)O)=O	1	Hydration of C=C(O)	88.052429496
165_0	O	-1	Hydration of C=C(O)	18.010564684
165_0	C(C)=CC=O	-1	Hydration of C=C(O)	70.041864812
165_0	C(C(CC)O)=O	1	Hydration of C=C(O)	88.052429496
167_0	O	-1	Hydration of C=C(O)	18.010564684
167_0	C(CC=C)=O	-1	Hydration of C=C(O)	70.041864812
167_0	C(CCCO)=O	1	Hydration of C=C(O)	88.052429496
168_0	O	-1	Hydration of C=C(O)	18.010564684
168_0	C(CC=C)=O	-1	Hydration of C=C(O)	70.041864812
168_0	C(CC(C)O)=O	1	Hydration of C=C(O)	88.052429496
169_0	O	-1	Hydration of C=C(O)	18.010564684
169_0	C=CC=O	-1	Hydration of C=C(O)	56.026214748
169_0	C(C(C)O)=O	1	Hydration of C=C(O)	74.036779432
170_0	O	-1	Hydration of C=C(O)	18.010564684
170_0	C=CC=O	-1	Hydration of C=C(O)	56.026214748
170_0	C(CCO)=O	1	Hydration of C=C(O)	74.036779432
171_0	O	-1	Hydration of C=C(O)	18.010564684
171_0	C=C	-1	Hydration of C=C(O)	28.031300127999998
171_0	CCO	1	Hydration of C=C(O)	46.041864812
172_0	CO	-1	Michael Addition 0,2, 	32.026214748
172_0	C=CC=O	-1	Michael Addition 0,2, 	56.026214748
172_0	C(CCCO)=O	1	Michael Addition 0,2, 	88.052429496
173_0	[Fe+3]	-1	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933291759999996
173_0	[Fe+3]	-1	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933291759999996
173_0	C(C(O)O)(O)=O	-1	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	92.010958608
173_0	[H+]	1	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	1.007276452
173_0	[H+]	1	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	1.007276452
173_0	[Fe+2]	1	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933840339999996
173_0	[Fe+2]	1	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933840339999996
173_0	C(C(O)=O)(O)=O	1	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	89.995308544
175_0	C=O	-1	Aldol Condensation	30.010564684
175_0	C(C)(C)=O	-1	Aldol Condensation	58.041864812
175_0	C(C)(CCO)=O	1	Aldol Condensation	88.052429496
177_0	C=O	-1	Aldol Condensation	30.010564684
177_0	C(CC)=O	-1	Aldol Condensation	58.041864812
177_0	C(C(C)CO)=O	1	Aldol Condensation	88.052429496
179_0	C(C(CC)O)=O	-1	Keto-enol migration twice	88.052429496
179_0	C(CO)(CC)=O	1	Keto-enol migration twice	88.052429496
181_0	C=O	-1	Cannizarro 2, HCHO (oxidation)	30.010564684
181_0	O	-1	Cannizarro 2, HCHO (oxidation)	18.010564684
181_0	C(CC)=O	-1	Cannizarro 2, HCHO (oxidation)	58.041864812
181_0	C(O)=O	1	Cannizarro 2, HCHO (oxidation)	46.005479304
181_0	CCCO	1	Cannizarro 2, HCHO (oxidation)	60.057514876
183_0	C=O	-1	Cannizarro 2, HCHO (oxidation)	30.010564684
183_0	O	-1	Cannizarro 2, HCHO (oxidation)	18.010564684
183_0	C(C(CC)O)=O	-1	Cannizarro 2, HCHO (oxidation)	88.052429496
183_0	C(O)=O	1	Cannizarro 2, HCHO (oxidation)	46.005479304
183_0	CCC(CO)O	1	Cannizarro 2, HCHO (oxidation)	90.06807956
185_0	C=O	-1	Cannizarro 2, HCHO (oxidation)	30.010564684
185_0	O	-1	Cannizarro 2, HCHO (oxidation)	18.010564684
185_0	C(CCCO)=O	-1	Cannizarro 2, HCHO (oxidation)	88.052429496
185_0	C(O)=O	1	Cannizarro 2, HCHO (oxidation)	46.005479304
185_0	C(CCCO)O	1	Cannizarro 2, HCHO (oxidation)	90.06807956
187_0	C=O	-1	Cannizarro 2, HCHO (reduction)	30.010564684
187_0	O	-1	Cannizarro 2, HCHO (reduction)	18.010564684
187_0	C(CC)=O	-1	Cannizarro 2, HCHO (reduction)	58.041864812
187_0	CO	1	Cannizarro 2, HCHO (reduction)	32.026214748
187_0	C(CC)(O)=O	1	Cannizarro 2, HCHO (reduction)	74.036779432
188_0	C=CC(CO)O	-1	Elimination + enol to keto	88.052429496
188_0	O	1	Elimination + enol to keto	18.010564684
188_0	C(CC=C)=O	1	Elimination + enol to keto	70.041864812
190_0	C=CC(CO)O	-1	Elimination + enol to keto	88.052429496
190_0	O	1	Elimination + enol to keto	18.010564684
190_0	C=CC(C)=O	1	Elimination + enol to keto	70.041864812
192_0	C=CCCO	-1	Elimination2	72.057514876
192_0	O	1	Elimination2	18.010564684
192_0	C=CC=C	1	Elimination2	54.046950192
193_0	C=CC(C)O	-1	Elimination2	72.057514876
193_0	O	1	Elimination2	18.010564684
193_0	C=CC=C	1	Elimination2	54.046950192
194_0	C(C(CC)O)=O	-1	Elimination2	88.052429496
194_0	O	1	Elimination2	18.010564684
194_0	C(C)=CC=O	1	Elimination2	70.041864812
195_0	C(CCCO)=O	-1	Elimination2	88.052429496
195_0	O	1	Elimination2	18.010564684
195_0	C(CC=C)=O	1	Elimination2	70.041864812
196_0	O	-1	Hydration of C(=O)C	18.010564684
196_0	C(C)(C)=O	-1	Hydration of C(=O)C	58.041864812
196_0	CC(CO)O	1	Hydration of C(=O)C	76.052429496
197_0	O	-1	Hydration of C(=O)C	18.010564684
197_0	C(CC)=O	-1	Hydration of C(=O)C	58.041864812
197_0	CC(CO)O	1	Hydration of C(=O)C	76.052429496
198_0	O	-1	Hydration of C=C(O)	18.010564684
198_0	C(C)=CCO	-1	Hydration of C=C(O)	72.057514876
198_0	CC(CCO)O	1	Hydration of C=C(O)	90.06807956
199_0	O	-1	Hydration of C=C(O)	18.010564684
199_0	C(C)=CCO	-1	Hydration of C=C(O)	72.057514876
199_0	CCC(CO)O	1	Hydration of C=C(O)	90.06807956
200_0	O	-1	Hydration of C=C(O)	18.010564684
200_0	C=CCCO	-1	Hydration of C=C(O)	72.057514876
200_0	C(CCCO)O	1	Hydration of C=C(O)	90.06807956
201_0	O	-1	Hydration of C=C(O)	18.010564684
201_0	C=CCCO	-1	Hydration of C=C(O)	72.057514876
201_0	CC(CCO)O	1	Hydration of C=C(O)	90.06807956
202_0	O	-1	Hydration of C=C(O)	18.010564684
202_0	C=CCO	-1	Hydration of C=C(O)	58.041864812
202_0	CC(CO)O	1	Hydration of C=C(O)	76.052429496
203_0	O	-1	Hydration of C=C(O)	18.010564684
203_0	C=CCO	-1	Hydration of C=C(O)	58.041864812
203_0	C(CCO)O	1	Hydration of C=C(O)	76.052429496
205_0	O	-1	Hydration of C=C(O)	18.010564684
205_0	C=CC(C)O	-1	Hydration of C=C(O)	72.057514876
205_0	CC(C(C)O)O	1	Hydration of C=C(O)	90.06807956
206_0	O	-1	Hydration of C=C(O)	18.010564684
206_0	C=CC(C)O	-1	Hydration of C=C(O)	72.057514876
206_0	CC(CCO)O	1	Hydration of C=C(O)	90.06807956
208_0	O	-1	Hydration of C=C(O)	18.010564684
208_0	[C](C(O)=O)=C	-1	Hydration of C=C(O)	71.013304336
208_0	C([CH]CO)(O)=O	1	Hydration of C=C(O)	89.02386901999999
209_0	O	-1	Hydration of C=C(O)	18.010564684
209_0	[C](C(O)=O)=C	-1	Hydration of C=C(O)	71.013304336
209_0	C([C](C)O)(O)=O	1	Hydration of C=C(O)	89.02386901999999
211_0	C(C)=CC(O)=O	-1	Alpha-Beta Unsaturated Acid Decarboxylation	86.036779432
211_0	C(=O)=O	1	Alpha-Beta Unsaturated Acid Decarboxylation	43.98982924
211_0	C=CC	1	Alpha-Beta Unsaturated Acid Decarboxylation	42.046950192
212_0	C(CC=C)(O)=O	-1	Beta-gamma Unsaturated Acid Decarboxylation	86.036779432
212_0	C(=O)=O	1	Beta-gamma Unsaturated Acid Decarboxylation	43.98982924
212_0	C=CC	1	Beta-gamma Unsaturated Acid Decarboxylation	42.046950192
214_0	C(CCCO)=O	-1	Hemiacetal Formation for 5 membered rings	88.052429496
214_0	C1CCC(O)O1	1	Hemiacetal Formation for 5 membered rings	88.052429496
215_0	C(CCCO)=O	-1	Michael Addition 0,2, (reverse)	88.052429496
215_0	CO	1	Michael Addition 0,2, (reverse)	32.026214748
215_0	C=CC=O	1	Michael Addition 0,2, (reverse)	56.026214748
217_0	[Fe+3]	-1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
217_0	[Fe+3]	-1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
217_0	C(C(CC)O)=O	-1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	88.052429496
217_0	[H+]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
217_0	[H+]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
217_0	[Fe+2]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
217_0	[Fe+2]	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
217_0	C(C(CC)=O)=O	1	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	86.036779432
218_0	C(C)(CCO)=O	-1	Retro Aldol	88.052429496
218_0	C=O	1	Retro Aldol	30.010564684
218_0	C(C)(C)=O	1	Retro Aldol	58.041864812
219_0	C(C(C)CO)=O	-1	Retro Aldol	88.052429496
219_0	C=O	1	Retro Aldol	30.010564684
219_0	C(CC)=O	1	Retro Aldol	58.041864812
220_0	C(CO)(CC)=O	-1	Keto-enol migration twice	88.052429496
220_0	C(C(CC)O)=O	1	Keto-enol migration twice	88.052429496
222_0	C=O	-1	Cannizarro 2, HCHO (oxidation)	30.010564684
222_0	O	-1	Cannizarro 2, HCHO (oxidation)	18.010564684
222_0	C(C(C)CO)=O	-1	Cannizarro 2, HCHO (oxidation)	88.052429496
222_0	C(O)=O	1	Cannizarro 2, HCHO (oxidation)	46.005479304
222_0	CC(CO)CO	1	Cannizarro 2, HCHO (oxidation)	90.06807956
223_0	C=O	-1	Cannizarro 2, HCHO (oxidation)	30.010564684
223_0	O	-1	Cannizarro 2, HCHO (oxidation)	18.010564684
223_0	C(C(CC)=O)=O	-1	Cannizarro 2, HCHO (oxidation)	86.036779432
223_0	C(O)=O	1	Cannizarro 2, HCHO (oxidation)	46.005479304
223_0	C(CO)(CC)=O	1	Cannizarro 2, HCHO (oxidation)	88.052429496
225_0	CCC(CO)O	-1	Elimination + enol to keto	90.06807956
225_0	O	1	Elimination + enol to keto	18.010564684
225_0	C(CCC)=O	1	Elimination + enol to keto	72.057514876
227_0	CCC(CO)O	-1	Elimination + enol to keto	90.06807956
227_0	O	1	Elimination + enol to keto	18.010564684
227_0	C(C)(CC)=O	1	Elimination + enol to keto	72.057514876
228_0	CC(C(C)O)O	-1	Elimination + enol to keto	90.06807956
228_0	O	1	Elimination + enol to keto	18.010564684
228_0	C(C)(CC)=O	1	Elimination + enol to keto	72.057514876
229_0	C(C)(CCO)=O	-1	Elimination2	88.052429496
229_0	O	1	Elimination2	18.010564684
229_0	C=CC(C)=O	1	Elimination2	70.041864812
231_0	C(C(C)CO)=O	-1	Elimination2	88.052429496
231_0	O	1	Elimination2	18.010564684
231_0	C=C(C=O)C	1	Elimination2	70.041864812
232_0	CCCO	-1	Elimination2	60.057514876
232_0	O	1	Elimination2	18.010564684
232_0	C=CC	1	Elimination2	42.046950192
233_0	CCC(CO)O	-1	Elimination2	90.06807956
233_0	O	1	Elimination2	18.010564684
233_0	C(C)=CCO	1	Elimination2	72.057514876
234_0	C(CCCO)O	-1	Elimination2	90.06807956
234_0	O	1	Elimination2	18.010564684
234_0	C=CCCO	1	Elimination2	72.057514876
235_0	CC(C(C)O)O	-1	Elimination2	90.06807956
235_0	O	1	Elimination2	18.010564684
235_0	C=CC(C)O	1	Elimination2	72.057514876
236_0	C([CH]CO)(O)=O	-1	Elimination2	89.02386901999999
236_0	O	1	Elimination2	18.010564684
236_0	[C](C(O)=O)=C	1	Elimination2	71.013304336
238_0	C1CCC(O)O1	-1	Elimination2	88.052429496
