ID	Species	R or P	Reaction Name	Mass
693_0	C(CC(C(C(C=O)=O)CO)O)=O	1	Aldol Condensation	174.05282342
693_1	C=O	-1	Knoevenagel C	30.010564684
693_1	C(CC(CC(C=O)=O)O)=O	-1	Knoevenagel C	144.042258736
693_1	C(CC(C(C(C=O)=O)CO)O)=O	1	Knoevenagel C	174.05282342
695_0	C=O	-1	Aldol Condensation	30.010564684
695_0	C(CC(CC(C=O)=O)O)=O	-1	Aldol Condensation	144.042258736
695_0	C(C(CO)C(CC(C=O)=O)O)=O	1	Aldol Condensation	174.05282342
695_1	C=O	-1	Knoevenagel C	30.010564684
695_1	C(CC(CC(C=O)=O)O)=O	-1	Knoevenagel C	144.042258736
695_1	C(C(CO)C(CC(C=O)=O)O)=O	1	Knoevenagel C	174.05282342
697_0	C=O	-1	Aldol Condensation	30.010564684
697_0	C(CC(C(CCO)=O)=O)=O	-1	Aldol Condensation	144.042258736
697_0	C(C(C(C(CCO)=O)=O)CO)=O	1	Aldol Condensation	174.05282342
697_1	C=O	-1	Knoevenagel C	30.010564684
697_1	C(CC(C(CCO)=O)=O)=O	-1	Knoevenagel C	144.042258736
697_1	C(C(C(C(CCO)=O)=O)CO)=O	1	Knoevenagel C	174.05282342
699_0	C=O	-1	Aldol Condensation	30.010564684
699_0	C(CC(C(CCO)=O)=O)=O	-1	Aldol Condensation	144.042258736
699_0	C(CC(C(C(CO)CO)=O)=O)=O	1	Aldol Condensation	174.05282342
699_1	C=O	-1	Knoevenagel C	30.010564684
699_1	C(CC(C(CCO)=O)=O)=O	-1	Knoevenagel C	144.042258736
699_1	C(CC(C(C(CO)CO)=O)=O)=O	1	Knoevenagel C	174.05282342
701_0	C=O	-1	Aldol Condensation	30.010564684
701_0	C(CC(CC(CO)=O)=O)=O	-1	Aldol Condensation	144.042258736
701_0	C(C(C(CC(CO)=O)=O)CO)=O	1	Aldol Condensation	174.05282342
701_1	C=O	-1	Knoevenagel C	30.010564684
701_1	C(CC(CC(CO)=O)=O)=O	-1	Knoevenagel C	144.042258736
701_1	C(C(C(CC(CO)=O)=O)CO)=O	1	Knoevenagel C	174.05282342
703_0	C=O	-1	Aldol Condensation	30.010564684
703_0	C(CC(CC(CO)=O)=O)=O	-1	Aldol Condensation	144.042258736
703_0	C(CC=O)(C(C(CO)=O)CO)=O	1	Aldol Condensation	174.05282342
703_1	C=O	-1	Knoevenagel C	30.010564684
703_1	C(CC(CC(CO)=O)=O)=O	-1	Knoevenagel C	144.042258736
703_1	C(CC=O)(C(C(CO)=O)CO)=O	1	Knoevenagel C	174.05282342
705_0	C=O	-1	Aldol Condensation	30.010564684
705_0	C(CC(CC(CO)=O)=O)=O	-1	Aldol Condensation	144.042258736
705_0	C(CC(CC(C(CO)O)=O)=O)=O	1	Aldol Condensation	174.05282342
705_1	C=O	-1	Knoevenagel H	30.010564684
705_1	C(CC(CC(CO)=O)=O)=O	-1	Knoevenagel H	144.042258736
705_1	C(CC(CC(C(CO)O)=O)=O)=O	1	Knoevenagel H	174.05282342
707_0	C=O	-1	Aldol Condensation	30.010564684
707_0	C(CC(C(C(C)=O)O)=O)=O	-1	Aldol Condensation	144.042258736
707_0	C(C(C(C(C(C)=O)O)=O)CO)=O	1	Aldol Condensation	174.05282342
707_1	C=O	-1	Knoevenagel C	30.010564684
707_1	C(CC(C(C(C)=O)O)=O)=O	-1	Knoevenagel C	144.042258736
707_1	C(C(C(C(C(C)=O)O)=O)CO)=O	1	Knoevenagel C	174.05282342
709_0	C=O	-1	Aldol Condensation	30.010564684
709_0	C(CC(C(C(C)=O)O)=O)=O	-1	Aldol Condensation	144.042258736
709_0	C(CC(C(C(CCO)=O)O)=O)=O	1	Aldol Condensation	174.05282342
711_0	C=O	-1	Aldol Condensation	30.010564684
711_0	C(CC(C(CC=O)O)=O)=O	-1	Aldol Condensation	144.042258736
711_0	C(CC(C(C(C=O)CO)=O)O)=O	1	Aldol Condensation	174.05282342
711_1	C=O	-1	Knoevenagel C	30.010564684
711_1	C(CC(C(CC=O)O)=O)=O	-1	Knoevenagel C	144.042258736
711_1	C(CC(C(C(C=O)CO)=O)O)=O	1	Knoevenagel C	174.05282342
713_0	C=O	-1	Aldol Condensation	30.010564684
713_0	C(CC(C(CC=O)O)=O)=O	-1	Aldol Condensation	144.042258736
713_0	C(C(CO)C(C(CC=O)=O)O)=O	1	Aldol Condensation	174.05282342
713_1	C=O	-1	Knoevenagel C	30.010564684
713_1	C(CC(C(CC=O)O)=O)=O	-1	Knoevenagel C	144.042258736
713_1	C(C(CO)C(C(CC=O)=O)O)=O	1	Knoevenagel C	174.05282342
715_0	C=O	-1	Aldol Condensation	30.010564684
715_0	C(C(C=O)O)(CC(C)=O)=O	-1	Aldol Condensation	144.042258736
715_0	C(C(C=O)O)(C(C(C)=O)CO)=O	1	Aldol Condensation	174.05282342
715_1	C=O	-1	Knoevenagel C	30.010564684
715_1	C(C(C=O)O)(CC(C)=O)=O	-1	Knoevenagel C	144.042258736
715_1	C(C(C=O)O)(C(C(C)=O)CO)=O	1	Knoevenagel C	174.05282342
717_0	C=O	-1	Aldol Condensation	30.010564684
717_0	C(C(C=O)O)(CC(C)=O)=O	-1	Aldol Condensation	144.042258736
717_0	C(C(C=O)O)(CC(CCO)=O)=O	1	Aldol Condensation	174.05282342
719_0	C=O	-1	Aldol Condensation	30.010564684
719_0	C(C(C(CCC=O)=O)O)=O	-1	Aldol Condensation	144.042258736
719_0	C(C(CO)CC=O)(C(C=O)O)=O	1	Aldol Condensation	174.05282342
721_0	C=O	-1	Aldol Condensation	30.010564684
721_0	C(C(C(CCC=O)=O)O)=O	-1	Aldol Condensation	144.042258736
721_0	C(C(CO)CC(C(C=O)O)=O)=O	1	Aldol Condensation	174.05282342
723_0	C=O	-1	Aldol Condensation	30.010564684
723_0	C(C(CC(C(C)=O)=O)O)=O	-1	Aldol Condensation	144.042258736
723_0	C(C(C(C(C(C)=O)=O)CO)O)=O	1	Aldol Condensation	174.05282342
723_1	C=O	-1	Knoevenagel C	30.010564684
723_1	C(C(CC(C(C)=O)=O)O)=O	-1	Knoevenagel C	144.042258736
723_1	C(C(C(C(C(C)=O)=O)CO)O)=O	1	Knoevenagel C	174.05282342
725_0	C=O	-1	Aldol Condensation	30.010564684
725_0	C(C(CC(C(C)=O)=O)O)=O	-1	Aldol Condensation	144.042258736
725_0	C(C(CC(C(CCO)=O)=O)O)=O	1	Aldol Condensation	174.05282342
727_0	C=O	-1	Aldol Condensation	30.010564684
727_0	C(CC(CC(C=O)O)=O)=O	-1	Aldol Condensation	144.042258736
727_0	C(C(CO)C(C=O)O)(CC=O)=O	1	Aldol Condensation	174.05282342
727_1	C=O	-1	Knoevenagel C	30.010564684
727_1	C(CC(CC(C=O)O)=O)=O	-1	Knoevenagel C	144.042258736
727_1	C(C(CO)C(C=O)O)(CC=O)=O	1	Knoevenagel C	174.05282342
729_0	C=O	-1	Aldol Condensation	30.010564684
729_0	C(CC(CC(C=O)O)=O)=O	-1	Aldol Condensation	144.042258736
729_0	C(CC(C=O)O)(C(C=O)CO)=O	1	Aldol Condensation	174.05282342
729_1	C=O	-1	Knoevenagel C	30.010564684
729_1	C(CC(CC(C=O)O)=O)=O	-1	Knoevenagel C	144.042258736
729_1	C(CC(C=O)O)(C(C=O)CO)=O	1	Knoevenagel C	174.05282342
731_0	C=O	-1	Aldol Condensation	30.010564684
731_0	C1(COC(C(CO)O)C1O)=O	-1	Aldol Condensation	162.05282342
731_0	C1(C(CO)OC(C(CO)O)C1O)=O	1	Aldol Condensation	192.063388104
731_1	C=O	-1	Knoevenagel H	30.010564684
731_1	C1(COC(C(CO)O)C1O)=O	-1	Knoevenagel H	162.05282342
731_1	C1(C(CO)OC(C(CO)O)C1O)=O	1	Knoevenagel H	192.063388104
733_0	C=O	-1	Aldol Condensation	30.010564684
733_0	C1(C(O)OC(C(CO)O)C1)=O	-1	Aldol Condensation	162.05282342
733_0	C1(C(O)OC(C(CO)O)C1CO)=O	1	Aldol Condensation	192.063388104
733_1	C=O	-1	Knoevenagel C	30.010564684
733_1	C1(C(O)OC(C(CO)O)C1)=O	-1	Knoevenagel C	162.05282342
733_1	C1(C(O)OC(C(CO)O)C1CO)=O	1	Knoevenagel C	192.063388104
735_0	C=O	-1	Aldol Condensation	30.010564684
735_0	C1(C(C(CO)O)OC(C1)O)=O	-1	Aldol Condensation	162.05282342
735_0	C1(C(C(CO)O)OC(C1CO)O)=O	1	Aldol Condensation	192.063388104
735_1	C=O	-1	Knoevenagel C	30.010564684
735_1	C1(C(C(CO)O)OC(C1)O)=O	-1	Knoevenagel C	162.05282342
735_1	C1(C(C(CO)O)OC(C1CO)O)=O	1	Knoevenagel C	192.063388104
737_0	C=O	-1	Aldol Condensation	30.010564684
737_0	C(C)(C1C(C(C(O1)O)O)O)=O	-1	Aldol Condensation	162.05282342
737_0	C(C1C(C(C(O1)O)O)O)(CCO)=O	1	Aldol Condensation	192.063388104
739_0	C=O	-1	Aldol Condensation	30.010564684
739_0	C(CC1C(C(C(O)O1)O)O)=O	-1	Aldol Condensation	162.05282342
739_0	C(C(CO)C1C(C(C(O)O1)O)O)=O	1	Aldol Condensation	192.063388104
739_1	C=O	-1	Knoevenagel C	30.010564684
739_1	C(CC1C(C(C(O)O1)O)O)=O	-1	Knoevenagel C	162.05282342
739_1	C(C(CO)C1C(C(C(O)O1)O)O)=O	1	Knoevenagel C	192.063388104
741_0	C=O	-1	Aldol Condensation	30.010564684
741_0	C1(COC(CO)C(C1O)O)=O	-1	Aldol Condensation	162.05282342
741_0	C1(C(CO)OC(C(C1O)O)CO)=O	1	Aldol Condensation	192.063388104
741_1	C=O	-1	Knoevenagel H	30.010564684
741_1	C1(COC(CO)C(C1O)O)=O	-1	Knoevenagel H	162.05282342
741_1	C1(C(CO)OC(C(C1O)O)CO)=O	1	Knoevenagel H	192.063388104
743_0	C=O	-1	Aldol Condensation	30.010564684
743_0	C1(C(O)OC(CO)C(C1)O)=O	-1	Aldol Condensation	162.05282342
743_0	C1(C(O)OC(CO)C(C1CO)O)=O	1	Aldol Condensation	192.063388104
743_1	C=O	-1	Knoevenagel C	30.010564684
743_1	C1(C(O)OC(CO)C(C1)O)=O	-1	Knoevenagel C	162.05282342
743_1	C1(C(O)OC(CO)C(C1CO)O)=O	1	Knoevenagel C	192.063388104
745_0	C=O	-1	Aldol Condensation	30.010564684
745_0	C1(C(C(CO)OC(C1)O)O)=O	-1	Aldol Condensation	162.05282342
745_0	C1(C(C(CO)OC(C1CO)O)O)=O	1	Aldol Condensation	192.063388104
745_1	C=O	-1	Knoevenagel C	30.010564684
745_1	C1(C(C(CO)OC(C1)O)O)=O	-1	Knoevenagel C	162.05282342
745_1	C1(C(C(CO)OC(C1CO)O)O)=O	1	Knoevenagel C	192.063388104
747_0	C=O	-1	Aldol Condensation	30.010564684
747_0	C1(C(C(O)OC(CO)C1)O)=O	-1	Aldol Condensation	162.05282342
747_0	C1(C(C(O)OC(CO)C1CO)O)=O	1	Aldol Condensation	192.063388104
747_1	C=O	-1	Knoevenagel C	30.010564684
747_1	C1(C(C(O)OC(CO)C1)O)=O	-1	Knoevenagel C	162.05282342
747_1	C1(C(C(O)OC(CO)C1CO)O)=O	1	Knoevenagel C	192.063388104
749_0	C=O	-1	Aldol Condensation	30.010564684
749_0	C1(C(CO)OC(C(C1)O)O)=O	-1	Aldol Condensation	162.05282342
749_0	C1(C(CO)OC(C(C1CO)O)O)=O	1	Aldol Condensation	192.063388104
749_1	C=O	-1	Knoevenagel C	30.010564684
749_1	C1(C(CO)OC(C(C1)O)O)=O	-1	Knoevenagel C	162.05282342
749_1	C1(C(CO)OC(C(C1CO)O)O)=O	1	Knoevenagel C	192.063388104
751_0	C=O	-1	Aldol Condensation	30.010564684
751_0	C1(COCC(C(C1O)O)O)=O	-1	Aldol Condensation	162.05282342
751_0	C1(C(CO)OCC(C(C1O)O)O)=O	1	Aldol Condensation	192.063388104
751_1	C=O	-1	Knoevenagel H	30.010564684
751_1	C1(COCC(C(C1O)O)O)=O	-1	Knoevenagel H	162.05282342
751_1	C1(C(CO)OCC(C(C1O)O)O)=O	1	Knoevenagel H	192.063388104
753_0	C=O	-1	Aldol Condensation	30.010564684
753_0	C1(C(O)OCC(C(C1)O)O)=O	-1	Aldol Condensation	162.05282342
753_0	C1(C(O)OCC(C(C1CO)O)O)=O	1	Aldol Condensation	192.063388104
753_1	C=O	-1	Knoevenagel C	30.010564684
753_1	C1(C(O)OCC(C(C1)O)O)=O	-1	Knoevenagel C	162.05282342
753_1	C1(C(O)OCC(C(C1CO)O)O)=O	1	Knoevenagel C	192.063388104
755_0	C=O	-1	Aldol Condensation	30.010564684
755_0	C1(C(C(COC(C1)O)O)O)=O	-1	Aldol Condensation	162.05282342
755_0	C1(C(C(COC(C1CO)O)O)O)=O	1	Aldol Condensation	192.063388104
755_1	C=O	-1	Knoevenagel C	30.010564684
755_1	C1(C(C(COC(C1)O)O)O)=O	-1	Knoevenagel C	162.05282342
755_1	C1(C(C(COC(C1CO)O)O)O)=O	1	Knoevenagel C	192.063388104
757_0	C=O	-1	Aldol Condensation	30.010564684
757_0	C1(C(C(O)OCC(C1)O)O)=O	-1	Aldol Condensation	162.05282342
757_0	C1(C(C(O)OCC(C1CO)O)O)=O	1	Aldol Condensation	192.063388104
757_1	C=O	-1	Knoevenagel C	30.010564684
757_1	C1(C(C(O)OCC(C1)O)O)=O	-1	Knoevenagel C	162.05282342
757_1	C1(C(C(O)OCC(C1CO)O)O)=O	1	Knoevenagel C	192.063388104
759_0	C=O	-1	Aldol Condensation	30.010564684
759_0	C1(C(COC(C(C1)O)O)O)=O	-1	Aldol Condensation	162.05282342
759_0	C1(C(COC(C(C1CO)O)O)O)=O	1	Aldol Condensation	192.063388104
759_1	C=O	-1	Knoevenagel C	30.010564684
759_1	C1(C(COC(C(C1)O)O)O)=O	-1	Knoevenagel C	162.05282342
759_1	C1(C(COC(C(C1CO)O)O)O)=O	1	Knoevenagel C	192.063388104
761_0	C=O	-1	Aldol Condensation	30.010564684
761_0	C1(C(C(C(O)OCC1)O)O)=O	-1	Aldol Condensation	162.05282342
761_0	C1(C(C(C(O)OCC1CO)O)O)=O	1	Aldol Condensation	192.063388104
761_1	C=O	-1	Knoevenagel C	30.010564684
761_1	C1(C(C(C(O)OCC1)O)O)=O	-1	Knoevenagel C	162.05282342
761_1	C1(C(C(C(O)OCC1CO)O)O)=O	1	Knoevenagel C	192.063388104
763_0	C=O	-1	Aldol Condensation	30.010564684
763_0	C1(COC(C(C(C1)O)O)O)=O	-1	Aldol Condensation	162.05282342
763_0	C1(COC(C(C(C1CO)O)O)O)=O	1	Aldol Condensation	192.063388104
763_1	C=O	-1	Knoevenagel C	30.010564684
763_1	C1(COC(C(C(C1)O)O)O)=O	-1	Knoevenagel C	162.05282342
763_1	C1(COC(C(C(C1CO)O)O)O)=O	1	Knoevenagel C	192.063388104
765_0	C=O	-1	Aldol Condensation	30.010564684
765_0	C1(COC(C(C(C1)O)O)O)=O	-1	Aldol Condensation	162.05282342
765_0	C1(C(CO)OC(C(C(C1)O)O)O)=O	1	Aldol Condensation	192.063388104
765_1	C=O	-1	Knoevenagel H	30.010564684
765_1	C1(COC(C(C(C1)O)O)O)=O	-1	Knoevenagel H	162.05282342
765_1	C1(C(CO)OC(C(C(C1)O)O)O)=O	1	Knoevenagel H	192.063388104
767_0	C=O	-1	Aldol Condensation	30.010564684
767_0	C(C(C=CC(CO)=O)O)=O	-1	Aldol Condensation	144.042258736
767_0	C(C(C=CC(C(CO)O)=O)O)=O	1	Aldol Condensation	174.05282342
767_1	C=O	-1	Knoevenagel H	30.010564684
767_1	C(C(C=CC(CO)=O)O)=O	-1	Knoevenagel H	144.042258736
767_1	C(C(C=CC(C(CO)O)=O)O)=O	1	Knoevenagel H	174.05282342
769_0	C=O	-1	Aldol Condensation	30.010564684
769_0	C(CC1(C(C(CO1)O)O)O)=O	-1	Aldol Condensation	162.05282342
769_0	C(C(CO)C1(C(C(CO1)O)O)O)=O	1	Aldol Condensation	192.063388104
769_1	C=O	-1	Knoevenagel C	30.010564684
769_1	C(CC1(C(C(CO1)O)O)O)=O	-1	Knoevenagel C	162.05282342
769_1	C(C(CO)C1(C(C(CO1)O)O)O)=O	1	Knoevenagel C	192.063388104
771_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
771_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
771_0	C(C(C(C(C(C=O)=O)CO)O)O)=O	1	Aldol Condensation	190.04773804
771_1	C(C(CCO)=O)=O	-1	Knoevenagel C	102.031694052
771_1	C(C(C=O)O)=O	-1	Knoevenagel C	88.016043988
771_1	C(C(C(C(C(C=O)=O)CO)O)O)=O	1	Knoevenagel C	190.04773804
773_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
773_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
773_0	C(C(C(CO)C(C)(CO)O)=O)=O	1	Aldol Condensation	176.068473484
773_1	C(C(CCO)=O)=O	-1	Knoevenagel C	102.031694052
773_1	C(C)(CO)=O	-1	Knoevenagel C	74.036779432
773_1	C(C(C(CO)C(C)(CO)O)=O)=O	1	Knoevenagel C	176.068473484
775_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
775_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
775_0	C(CC(C(CCO)=O)O)(CO)=O	1	Aldol Condensation	176.068473484
777_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
777_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
777_0	C(C(CCO)(CC(CO)=O)O)=O	1	Aldol Condensation	176.068473484
778_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
778_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
778_0	C(C(C(C(CCO)=O)O)O)(C)=O	1	Aldol Condensation	176.068473484
778_1	C(C(CCO)=O)=O	-1	Knoevenagel H	102.031694052
778_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
778_1	C(C(C(C(CCO)=O)O)O)(C)=O	1	Knoevenagel H	176.068473484
780_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
780_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
780_0	C(C(CCO)(C(C(C)=O)O)O)=O	1	Aldol Condensation	176.068473484
780_1	C(C(CCO)=O)=O	-1	Knoevenagel H	102.031694052
780_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
780_1	C(C(CCO)(C(C(C)=O)O)O)=O	1	Knoevenagel H	176.068473484
782_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
782_0	C(C)=O	-1	Aldol Condensation	44.026214748
782_0	C(C(C(CO)C(C)O)=O)=O	1	Aldol Condensation	146.0579088
782_1	C(C(CCO)=O)=O	-1	Knoevenagel C	102.031694052
782_1	C(C)=O	-1	Knoevenagel C	44.026214748
782_1	C(C(C(CO)C(C)O)=O)=O	1	Knoevenagel C	146.0579088
784_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
784_0	C(C)=O	-1	Aldol Condensation	44.026214748
784_0	C(CC(C(CCO)=O)O)=O	1	Aldol Condensation	146.0579088
786_0	C(C(CCO)=O)=O	-1	Aldol Condensation	102.031694052
786_0	C(C)=O	-1	Aldol Condensation	44.026214748
786_0	C(C(CCO)(CC=O)O)=O	1	Aldol Condensation	146.0579088
788_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
788_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
788_0	C(C(C(C(C=O)O)O)O)(CCO)=O	1	Aldol Condensation	192.063388104
788_1	C(CO)(CCO)=O	-1	Knoevenagel H	104.047344116
788_1	C(C(C=O)O)=O	-1	Knoevenagel H	88.016043988
788_1	C(C(C(C(C=O)O)O)O)(CCO)=O	1	Knoevenagel H	192.063388104
790_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
790_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
790_0	C(C(C(C(C(CO)=O)CO)O)O)=O	1	Aldol Condensation	192.063388104
790_1	C(CO)(CCO)=O	-1	Knoevenagel C	104.047344116
790_1	C(C(C=O)O)=O	-1	Knoevenagel C	88.016043988
790_1	C(C(C(C(C(CO)=O)CO)O)O)=O	1	Knoevenagel C	192.063388104
792_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
792_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
792_0	C(C(C(CO)(C)O)O)(CCO)=O	1	Aldol Condensation	178.084123548
792_1	C(CO)(CCO)=O	-1	Knoevenagel H	104.047344116
792_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
792_1	C(C(C(CO)(C)O)O)(CCO)=O	1	Knoevenagel H	178.084123548
794_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
794_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
794_0	C(CO)(C(CO)C(CO)(C)O)=O	1	Aldol Condensation	178.084123548
794_1	C(CO)(CCO)=O	-1	Knoevenagel C	104.047344116
794_1	C(C)(CO)=O	-1	Knoevenagel C	74.036779432
794_1	C(CO)(C(CO)C(CO)(C)O)=O	1	Knoevenagel C	178.084123548
796_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
796_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
796_0	C(CO)(CC(CO)(CCO)O)=O	1	Aldol Condensation	178.084123548
798_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
798_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
798_0	C(C)(C(C(CO)(CCO)O)O)=O	1	Aldol Condensation	178.084123548
798_1	C(CO)(CCO)=O	-1	Knoevenagel H	104.047344116
798_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
798_1	C(C)(C(C(CO)(CCO)O)O)=O	1	Knoevenagel H	178.084123548
800_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
800_0	C(C)=O	-1	Aldol Condensation	44.026214748
800_0	C(C(C(C)O)O)(CCO)=O	1	Aldol Condensation	148.073558864
800_1	C(CO)(CCO)=O	-1	Knoevenagel H	104.047344116
800_1	C(C)=O	-1	Knoevenagel H	44.026214748
800_1	C(C(C(C)O)O)(CCO)=O	1	Knoevenagel H	148.073558864
802_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
802_0	C(C)=O	-1	Aldol Condensation	44.026214748
802_0	C(CO)(C(CO)C(C)O)=O	1	Aldol Condensation	148.073558864
802_1	C(CO)(CCO)=O	-1	Knoevenagel C	104.047344116
802_1	C(C)=O	-1	Knoevenagel C	44.026214748
802_1	C(CO)(C(CO)C(C)O)=O	1	Knoevenagel C	148.073558864
804_0	C(CO)(CCO)=O	-1	Aldol Condensation	104.047344116
804_0	C(C)=O	-1	Aldol Condensation	44.026214748
804_0	C(CC(CO)(CCO)O)=O	1	Aldol Condensation	148.073558864
806_0	C(C(C(C(C)=O)O)O)=O	-1	Aldol Condensation	132.042258736
806_0	C(C)=O	-1	Aldol Condensation	44.026214748
806_0	C(C(C(C=O)O)O)(CC(C)O)=O	1	Aldol Condensation	176.068473484
808_0	C(C(C(C(C)=O)O)O)=O	-1	Aldol Condensation	132.042258736
808_0	C(C)=O	-1	Aldol Condensation	44.026214748
808_0	C(CC(C(C(C(C)=O)O)O)O)=O	1	Aldol Condensation	176.068473484
810_0	C(C(C(C(C)=O)O)O)=O	-1	Aldol Condensation	132.042258736
810_0	C(C)=O	-1	Aldol Condensation	44.026214748
810_0	C(CC(C)(C(C(C=O)O)O)O)=O	1	Aldol Condensation	176.068473484
811_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
811_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
811_0	C(C(C(CC(CO)=O)O)O)=O	1	Aldol Condensation	162.05282342
812_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
812_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
812_0	C(C(C(C(C(C)=O)O)O)O)=O	1	Aldol Condensation	162.05282342
812_1	C(C(C=O)O)=O	-1	Knoevenagel H	88.016043988
812_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
812_1	C(C(C(C(C(C)=O)O)O)O)=O	1	Knoevenagel H	162.05282342
814_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
814_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
814_0	C(C(C(C(C=O)C(C=O)O)O)O)=O	1	Aldol Condensation	190.04773804
814_1	C(C(C=O)O)=O	-1	Knoevenagel C	88.016043988
814_1	C(CC(C=O)O)=O	-1	Knoevenagel C	102.031694052
814_1	C(C(C(C(C=O)C(C=O)O)O)O)=O	1	Knoevenagel C	190.04773804
816_0	C(C(C=O)O)=O	-1	Aldol Condensation	88.016043988
816_0	C(C)=O	-1	Aldol Condensation	44.026214748
816_0	C(CC(C(C=O)O)O)=O	1	Aldol Condensation	132.042258736
818_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
818_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
818_0	C(CO)(CC(CO)(C)O)=O	1	Aldol Condensation	148.073558864
820_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
820_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
820_0	C(C)(C(C(CO)(C)O)O)=O	1	Aldol Condensation	148.073558864
820_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
820_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
820_1	C(C)(C(C(CO)(C)O)O)=O	1	Knoevenagel H	148.073558864
821_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
821_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
821_0	C(CC(C(CC(CO)=O)O)O)=O	1	Aldol Condensation	176.068473484
822_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
822_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
822_0	C(CC(C(C(C(C)=O)O)O)O)=O	1	Aldol Condensation	176.068473484
822_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
822_1	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
822_1	C(CC(C(C(C(C)=O)O)O)O)=O	1	Knoevenagel H	176.068473484
824_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
824_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
824_0	C(C(CC(CC(CO)=O)O)O)=O	1	Aldol Condensation	176.068473484
826_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
826_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
826_0	C(C(CC(C(C(C)=O)O)O)O)=O	1	Aldol Condensation	176.068473484
826_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
826_1	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
826_1	C(C(CC(C(C(C)=O)O)O)O)=O	1	Knoevenagel H	176.068473484
828_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
828_0	C(CC(C=O)O)=O	-1	Aldol Condensation	102.031694052
828_0	C(C(C(CO)(C)O)C(C=O)O)=O	1	Aldol Condensation	176.068473484
828_1	C(C)(CO)=O	-1	Knoevenagel C	74.036779432
828_1	C(CC(C=O)O)=O	-1	Knoevenagel C	102.031694052
828_1	C(C(C(CO)(C)O)C(C=O)O)=O	1	Knoevenagel C	176.068473484
830_0	C(C)(CO)=O	-1	Aldol Condensation	74.036779432
830_0	C(C(C(C=O)O)O)=O	-1	Aldol Condensation	118.02660867200001
830_0	C(C(C(C(CC(CO)=O)O)O)O)=O	1	Aldol Condensation	192.063388104
