Source,Target,R or P,Reaction Name,Mass
8268_0,C(C(C1(CC(CO1)=O)O)C(C)O)=O,1,Aldol Condensation,188.068473484
8268_1,C(C(C1(CC(CO1)=O)O)C(C)O)=O,1,Knoevenagel C,188.068473484
8270_0,C(CC1(C(C(CO1)=O)C(C)O)O)=O,1,Aldol Condensation,188.068473484
8270_1,C(CC1(C(C(CO1)=O)C(C)O)O)=O,1,Knoevenagel C,188.068473484
8272_0,C(CC1(CC(C(C(C)O)O1)=O)O)=O,1,Aldol Condensation,188.068473484
8272_1,C(CC1(CC(C(C(C)O)O1)=O)O)=O,1,Knoevenagel H,188.068473484
8274_0,C(CC(C(C1CC(CO1)O)=O)O)=O,1,Aldol Condensation,188.068473484
8276_0,C(C(C1CC(CO1)O)(CC=O)O)=O,1,Aldol Condensation,188.068473484
8278_0,C(CC(C1C(CC(C=O)O1)O)O)=O,1,Aldol Condensation,188.068473484
8280_0,C(CC(C1CC(C(C=O)O1)O)O)=O,1,Aldol Condensation,188.068473484
8282_0,C(CC(C1C(CC(C)(O1)O)=O)O)=O,1,Aldol Condensation,188.068473484
8284_0,C(CC1(CC(C)(OC1C=O)O)O)=O,1,Aldol Condensation,188.068473484
8286_0,C(C1C(C(C(C)O)C(C)(O1)O)=O)=O,1,Aldol Condensation,188.068473484
8286_1,C(C1C(C(C(C)O)C(C)(O1)O)=O)=O,1,Knoevenagel C,188.068473484
8288_0,C(CC(C1CC(C(C)(O)O1)=O)O)=O,1,Aldol Condensation,188.068473484
8290_0,C(CC1(CC(C=O)OC1(C)O)O)=O,1,Aldol Condensation,188.068473484
8292_0,C1(C(C)(OC(C=O)C1C(C)O)O)=O,1,Aldol Condensation,188.068473484
8292_1,C1(C(C)(OC(C=O)C1C(C)O)O)=O,1,Knoevenagel C,188.068473484
8294_0,C(CC(C1C(C(C(C)O1)=O)O)O)=O,1,Aldol Condensation,188.068473484
8296_0,C(CC1(C(C(C=O)OC1C)O)O)=O,1,Aldol Condensation,188.068473484
8298_0,C(CC(C1(CC(CCO1)=O)O)O)=O,1,Aldol Condensation,188.068473484
8300_0,C(CC1(CC(C=O)(O)OCC1)O)=O,1,Aldol Condensation,188.068473484
8302_0,C1(C(C(C)O)C(C=O)(O)OCC1)=O,1,Aldol Condensation,188.068473484
8302_1,C1(C(C(C)O)C(C=O)(O)OCC1)=O,1,Knoevenagel C,188.068473484
8304_0,C1(CC(C=O)(O)OCC1C(C)O)=O,1,Aldol Condensation,188.068473484
8304_1,C1(CC(C=O)(O)OCC1C(C)O)=O,1,Knoevenagel C,188.068473484
8306_0,C(CC(C1(CCC(CO1)=O)O)O)=O,1,Aldol Condensation,188.068473484
8308_0,C(CC1(COC(C=O)(CC1)O)O)=O,1,Aldol Condensation,188.068473484
8310_0,C(C1(CC(C(CO1)=O)C(C)O)O)=O,1,Aldol Condensation,188.068473484
8312_0,C1(C(C(C)O)OC(C=O)(CC1)O)=O,1,Aldol Condensation,188.068473484
8312_1,C1(C(C(C)O)OC(C=O)(CC1)O)=O,1,Knoevenagel H,188.068473484
8314_0,C(CC(C1C(CCC(O1)O)=O)O)=O,1,Aldol Condensation,188.068473484
8316_0,C(CC1(CCC(OC1C=O)O)O)=O,1,Aldol Condensation,188.068473484
8318_0,C(C1C(C(C(C)O)CC(O1)O)=O)=O,1,Aldol Condensation,188.068473484
8320_0,C(CC(C1CC(CC(O)O1)=O)O)=O,1,Aldol Condensation,188.068473484
8322_0,C(CC1(CC(C=O)OC(C1)O)O)=O,1,Aldol Condensation,188.068473484
8324_0,C1(C(C(C)O)C(C=O)OC(C1)O)=O,1,Aldol Condensation,188.068473484
8324_1,C1(C(C(C)O)C(C=O)OC(C1)O)=O,1,Knoevenagel C,188.068473484
8326_0,C1(CC(C=O)OC(C1C(C)O)O)=O,1,Aldol Condensation,188.068473484
8326_1,C1(CC(C=O)OC(C1C(C)O)O)=O,1,Knoevenagel C,188.068473484
8328_0,C(CC1(C(CO)=CC(C1O)O)O)=O,1,Aldol Condensation,188.068473484
8330_0,C(CC1(C(C(C(C1O)O)O)=C)O)=O,1,Aldol Condensation,188.068473484
8332_0,C(CC(C1C(C(C(C=1)O)O)O)O)=O,1,Aldol Condensation,188.068473484
8334_0,C(CC(C(C(C(C=C)O)O)O)O)=O,1,Aldol Condensation,190.084123548
8336_0,C(CC(C1(C=CC(C1O)O)O)O)=O,1,Aldol Condensation,188.068473484
8338_0,C(CC1(C=COC1C(CO)O)O)=O,1,Aldol Condensation,188.068473484
8340_0,C(CC1(C=CC(CO)OC1O)O)=O,1,Aldol Condensation,188.068473484
8342_0,C(CC1(C=COC(CO)C1O)O)=O,1,Aldol Condensation,188.068473484
8344_0,C(CC1(C=CC(O)OC1CO)O)=O,1,Aldol Condensation,188.068473484
8346_0,C(CC1(C=CC(COC1O)O)O)=O,1,Aldol Condensation,188.068473484
8348_0,C(CC1(C=COCC(C1O)O)O)=O,1,Aldol Condensation,188.068473484
8350_0,C(CC1(C=CCOC(C1O)O)O)=O,1,Aldol Condensation,188.068473484
8352_0,C(CC1(C=CC(O)OCC1O)O)=O,1,Aldol Condensation,188.068473484
8354_0,C(CC1(C=CC(C(O)OC1)O)O)=O,1,Aldol Condensation,188.068473484
8356_0,C1C(C(OC(C(C=1)=O)C(C)O)O)O,1,Aldol Condensation,188.068473484
8356_1,C1C(C(OC(C(C=1)=O)C(C)O)O)O,1,Knoevenagel H,188.068473484
8358_0,C(CC(C1OC(CO)C(C=1)O)O)=O,1,Aldol Condensation,188.068473484
8360_0,C(CC(C1(C=CC(CO)O1)O)O)=O,1,Aldol Condensation,188.068473484
8362_0,C(CC(C=C1C(C(CO1)O)O)O)=O,1,Aldol Condensation,188.068473484
8364_0,C(CC(C(C1OCC(C=1)O)O)O)=O,1,Aldol Condensation,188.068473484
8366_0,C(CC(C(C1(C=CCO1)O)O)O)=O,1,Aldol Condensation,188.068473484
8368_0,C(CC(C1C=CC(CO)(O1)O)O)=O,1,Aldol Condensation,188.068473484
8370_0,C(CC(C1C(C=C(CO)O1)O)O)=O,1,Aldol Condensation,188.068473484
8372_0,C(CC(C1C(C(C(O1)=C)O)O)O)=O,1,Aldol Condensation,188.068473484
8374_0,C(CC(C(C1C=CC(O1)O)O)O)=O,1,Aldol Condensation,188.068473484
8376_0,C(CC(C(C1C(C=CO1)O)O)O)=O,1,Aldol Condensation,188.068473484
8378_0,C(CC(C1OCC(C(C=1)O)O)O)=O,1,Aldol Condensation,188.068473484
8380_0,C(CC(C1(C=CC(CO1)O)O)O)=O,1,Aldol Condensation,188.068473484
8382_0,C(CC(C1C(C=CC(O)O1)O)O)=O,1,Aldol Condensation,188.068473484
8384_0,C(CC(C1C(C(C=CO1)O)O)O)=O,1,Aldol Condensation,188.068473484
8385_0,C(C(C(CCO)O)O)(C(CO)O)=O,1,Aldol Condensation,194.079038168
8385_1,C(C(C(CCO)O)O)(C(CO)O)=O,1,Knoevenagel H,194.079038168
8386_0,C(C(CO)C(CO)(C(CO)O)O)=O,1,Aldol Condensation,194.079038168
8386_1,C(C(CO)C(CO)(C(CO)O)O)=O,1,Knoevenagel C,194.079038168
8387_0,C(CC(C(C(C(CO)O)=O)O)O)=O,1,Aldol Condensation,192.063388104
8387_1,C(CC(C(C(C(CO)O)=O)O)O)=O,1,Knoevenagel H,192.063388104
8389_0,C(C(C=O)C(CO)(C(CO)O)O)=O,1,Aldol Condensation,192.063388104
8389_1,C(C(C=O)C(CO)(C(CO)O)O)=O,1,Knoevenagel C,192.063388104
8391_0,C(C(C(C(CO)O)=O)O)(O)=O,1,Aldol Condensation,164.032087976
8391_1,C(C(C(C(CO)O)=O)O)(O)=O,1,Knoevenagel H,164.032087976
8393_0,C(C(C(C(O)=O)O)O)(C(CO)O)=O,1,Aldol Condensation,194.04265266
8393_1,C(C(C(C(O)=O)O)O)(C(CO)O)=O,1,Knoevenagel H,194.04265266
8395_0,C(C(C(C(C)O)O)O)(C(CO)O)=O,1,Aldol Condensation,194.079038168
8395_1,C(C(C(C(C)O)O)O)(C(CO)O)=O,1,Knoevenagel H,194.079038168
8397_0,C(C(C(CCO)=O)C(C=O)=O)(O)=O,1,Aldol Condensation,188.032087976
8397_1,C(C(C(CCO)=O)C(C=O)=O)(O)=O,1,Knoevenagel C,188.032087976
8399_0,C(C(C(CC(C=O)=O)=O)CO)(O)=O,1,Aldol Condensation,188.032087976
8399_1,C(C(C(CC(C=O)=O)=O)CO)(O)=O,1,Knoevenagel C,188.032087976
8401_0,C(C(C(C=O)=O)CC(CO)=O)(O)=O,1,Aldol Condensation,188.032087976
8403_0,C(C(C(CO)=O)CC(C=O)=O)(O)=O,1,Aldol Condensation,188.032087976
8405_0,C(C(C(CCC(C=O)=O)=O)O)(O)=O,1,Aldol Condensation,188.032087976
8405_1,C(C(C(CCC(C=O)=O)=O)O)(O)=O,1,Knoevenagel H,188.032087976
8407_0,C(C(C(C=O)=O)C(C(C)=O)O)(O)=O,1,Aldol Condensation,188.032087976
8407_1,C(C(C(C=O)=O)C(C(C)=O)O)(O)=O,1,Knoevenagel C,188.032087976
8409_0,C(CC(C(CC(C=O)=O)O)=O)(O)=O,1,Aldol Condensation,188.032087976
8411_0,C(C(C(C=O)=O)C(CC=O)O)(O)=O,1,Aldol Condensation,188.032087976
8411_1,C(C(C(C=O)=O)C(CC=O)O)(O)=O,1,Knoevenagel C,188.032087976
8413_0,C(C(C=O)C(CC(C=O)=O)O)(O)=O,1,Aldol Condensation,188.032087976
8413_1,C(C(C=O)C(CC(C=O)=O)O)(O)=O,1,Knoevenagel C,188.032087976
8415_0,C(C(C=O)C(C(CCO)=O)=O)(O)=O,1,Aldol Condensation,188.032087976
8415_1,C(C(C=O)C(C(CCO)=O)=O)(O)=O,1,Knoevenagel C,188.032087976
8417_0,C(C(C(C(CC=O)=O)=O)CO)(O)=O,1,Aldol Condensation,188.032087976
8417_1,C(C(C(C(CC=O)=O)=O)CO)(O)=O,1,Knoevenagel C,188.032087976
8419_0,C(C(C=O)C(CC(CO)=O)=O)(O)=O,1,Aldol Condensation,188.032087976
8419_1,C(C(C=O)C(CC(CO)=O)=O)(O)=O,1,Knoevenagel C,188.032087976
8421_0,C(C(C(CC=O)=O)C(CO)=O)(O)=O,1,Aldol Condensation,188.032087976
8421_1,C(C(C(CC=O)=O)C(CO)=O)(O)=O,1,Knoevenagel C,188.032087976
8423_0,C(C(C(CC(CC=O)=O)=O)O)(O)=O,1,Aldol Condensation,188.032087976
8423_1,C(C(C(CC(CC=O)=O)=O)O)(O)=O,1,Knoevenagel H,188.032087976
8425_0,C(C(C=O)C(C(C(C)=O)O)=O)(O)=O,1,Aldol Condensation,188.032087976
8425_1,C(C(C=O)C(C(C(C)=O)O)=O)(O)=O,1,Knoevenagel C,188.032087976
8427_0,C(CC(C(C(CC=O)=O)O)=O)(O)=O,1,Aldol Condensation,188.032087976
8429_0,C(C(C=O)C(C(CC=O)O)=O)(O)=O,1,Aldol Condensation,188.032087976
8429_1,C(C(C=O)C(C(CC=O)O)=O)(O)=O,1,Knoevenagel C,188.032087976
8431_0,C(C(C=O)C(C(CC=O)=O)O)(O)=O,1,Aldol Condensation,188.032087976
8431_1,C(C(C=O)C(C(CC=O)=O)O)(O)=O,1,Knoevenagel C,188.032087976
8433_0,C(C(C(C(C=O)O)=O)C(C)=O)(O)=O,1,Aldol Condensation,188.032087976
8433_1,C(C(C(C(C=O)O)=O)C(C)=O)(O)=O,1,Knoevenagel C,188.032087976
8435_0,C(CC(CC(C(C=O)O)=O)=O)(O)=O,1,Aldol Condensation,188.032087976
8437_0,C(C(C(C(C=O)O)=O)CC=O)(O)=O,1,Aldol Condensation,188.032087976
8439_0,C(C(C=O)CC(C(C=O)O)=O)(O)=O,1,Aldol Condensation,188.032087976
8441_0,C(C(C(C(C)=O)=O)C(C=O)O)(O)=O,1,Aldol Condensation,188.032087976
8441_1,C(C(C(C(C)=O)=O)C(C=O)O)(O)=O,1,Knoevenagel C,188.032087976
8443_0,C(CC(C(CC(C=O)O)=O)=O)(O)=O,1,Aldol Condensation,188.032087976
8445_0,C(C(C(CC=O)=O)C(C=O)O)(O)=O,1,Aldol Condensation,188.032087976
8445_1,C(C(C(CC=O)=O)C(C=O)O)(O)=O,1,Knoevenagel C,188.032087976
8447_0,C(C(C=O)C(CC(C=O)O)=O)(O)=O,1,Aldol Condensation,188.032087976
8447_1,C(C(C=O)C(CC(C=O)O)=O)(O)=O,1,Knoevenagel C,188.032087976
8449_0,C(C(C(C=CC(C=O)O)=O)O)(O)=O,1,Aldol Condensation,188.032087976
8449_1,C(C(C(C=CC(C=O)O)=O)O)(O)=O,1,Knoevenagel H,188.032087976
8451_0,C(C1(CC(C(C1)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282341999998
8453_0,C(C(CC(CO)(CO)O)O)(O)=O,1,Benzilic Acid Rearrangement,180.06338810399998
8453_1,C(C(CC(CO)(CO)O)O)(O)=O,1,Cannizarro 1,180.06338810399998
8455_0,C(C(C)(CC(C(O)=O)O)O)=O,1,Benzilic Acid Rearrangement,162.05282342
8455_1,C(C(C)(CC(C(O)=O)O)O)=O,1,Cannizarro 1,162.05282342
8456_0,C(C(CC(CC(CO)=O)O)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8456_1,C(C(CC(CC(CO)=O)O)O)(O)=O,1,Cannizarro 1,192.063388104
8457_0,C(CC(CO)(CC(C(O)=O)O)O)=O,1,Benzilic Acid Rearrangement,192.063388104
8457_1,C(CC(CO)(CC(C(O)=O)O)O)=O,1,Cannizarro 1,192.063388104
8458_0,C(C(CC(C(C(C)=O)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8458_1,C(C(CC(C(C(C)=O)O)O)O)(O)=O,1,Cannizarro 1,192.063388104
8460_0,C(C(CC(C)(C(C=O)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8460_1,C(C(CC(C)(C(C=O)O)O)O)(O)=O,1,Cannizarro 1,192.063388104
8462_0,C(C(CC(C=O)O)O)(O)=O,1,Benzilic Acid Rearrangement,148.037173356
8462_1,C(C(CC(C=O)O)O)(O)=O,1,Cannizarro 1,148.037173356
8464_0,C(C(CC(C)(C(CO)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,194.079038168
8464_1,C(C(CC(C)(C(CO)O)O)O)(O)=O,1,Cannizarro 1,194.079038168
8465_0,C(C(CC(C(O)=O)O)O)(CCO)=O,1,Benzilic Acid Rearrangement,192.063388104
8465_1,C(C(CC(C(O)=O)O)O)(CCO)=O,1,Cannizarro 1,192.063388104
8467_0,C(C(CC(C(O)=O)O)(CCO)O)=O,1,Benzilic Acid Rearrangement,192.063388104
8467_1,C(C(CC(C(O)=O)O)(CCO)O)=O,1,Cannizarro 1,192.063388104
8469_0,C(C(C(CO)C(C(C)=O)O)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8469_1,C(C(C(CO)C(C(C)=O)O)O)(O)=O,1,Cannizarro 1,192.063388104
8471_0,C(C(C)(C(CO)C(C(O)=O)O)O)=O,1,Benzilic Acid Rearrangement,192.063388104
8471_1,C(C(C)(C(CO)C(C(O)=O)O)O)=O,1,Cannizarro 1,192.063388104
8473_0,C(C(CC(CO)(CCO)O)O)(O)=O,1,Benzilic Acid Rearrangement,194.079038168
8473_1,C(C(CC(CO)(CCO)O)O)(O)=O,1,Cannizarro 1,194.079038168
8474_0,C(C(CC(C(C=O)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8474_1,C(C(CC(C(C=O)O)O)O)(O)=O,1,Cannizarro 1,178.04773803999998
8476_0,C(C(CC(CO)(C)O)O)(O)=O,1,Benzilic Acid Rearrangement,164.06847348399998
8476_1,C(C(CC(CO)(C)O)O)(O)=O,1,Cannizarro 1,164.06847348399998
8478_0,C(CC(C(CC(C(O)=O)O)O)O)=O,1,Benzilic Acid Rearrangement,192.063388104
8478_1,C(CC(C(CC(C(O)=O)O)O)O)=O,1,Cannizarro 1,192.063388104
8480_0,C(C(CC(CC(C=O)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8480_1,C(C(CC(CC(C=O)O)O)O)(O)=O,1,Cannizarro 1,192.063388104
8482_0,C(C(CC(C)O)O)(O)=O,1,Benzilic Acid Rearrangement,134.05790879999998
8482_1,C(C(CC(C)O)O)(O)=O,1,Cannizarro 1,134.05790879999998
8484_0,C(C(C(CO)C(C=O)O)O)(O)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8484_1,C(C(C(CO)C(C=O)O)O)(O)=O,1,Cannizarro 1,178.04773803999998
8486_0,C(C(C(CO)CO)O)(O)=O,1,Benzilic Acid Rearrangement,150.05282342
8486_1,C(C(C(CO)CO)O)(O)=O,1,Cannizarro 1,150.05282342
8487_0,C(C(CO)C(C(O)=O)O)(CCO)=O,1,Benzilic Acid Rearrangement,192.063388104
8487_1,C(C(CO)C(C(O)=O)O)(CCO)=O,1,Cannizarro 1,192.063388104
8488_0,C(CC(C(O)=O)O)(C(CO)CO)=O,1,Benzilic Acid Rearrangement,192.063388104
8488_1,C(CC(C(O)=O)O)(C(CO)CO)=O,1,Cannizarro 1,192.063388104
8490_0,C(C(C(CO)CC(CO)=O)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8490_1,C(C(C(CO)CC(CO)=O)O)(O)=O,1,Cannizarro 1,192.063388104
8491_0,C(C(CC(C(CO)=O)CO)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8491_1,C(C(CC(C(CO)=O)CO)O)(O)=O,1,Cannizarro 1,192.063388104
8492_0,C(C(CO)O)(CCC(C(O)=O)O)=O,1,Benzilic Acid Rearrangement,192.063388104
8492_1,C(C(CO)O)(CCC(C(O)=O)O)=O,1,Cannizarro 1,192.063388104
8494_0,C(CC(C(CO)C(C(O)=O)O)O)=O,1,Benzilic Acid Rearrangement,192.063388104
8494_1,C(CC(C(CO)C(C(O)=O)O)O)=O,1,Cannizarro 1,192.063388104
8495_0,C(C(CO)C(CC(C(O)=O)O)O)=O,1,Benzilic Acid Rearrangement,192.063388104
8495_1,C(C(CO)C(CC(C(O)=O)O)O)=O,1,Cannizarro 1,192.063388104
8496_0,C(C(CO)C(C(O)=O)(CCO)O)=O,1,Benzilic Acid Rearrangement,192.063388104
8498_0,C(C(C(CO)CO)(CC=O)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8500_0,C(C(C)(C(CO)C(C=O)O)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8502_0,C(C(CC(C=O)O)(CCO)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8504_0,C(C(C(CO)C(CO)(C)O)O)(O)=O,1,Benzilic Acid Rearrangement,194.079038168
8504_1,C(C(C(CO)C(CO)(C)O)O)(O)=O,1,Cannizarro 1,194.079038168
8506_0,C(C(C(CO)C(C)O)O)(O)=O,1,Benzilic Acid Rearrangement,164.068473484
8506_1,C(C(C(CO)C(C)O)O)(O)=O,1,Cannizarro 1,164.068473484
8508_0,C(C(CC(CO)O)O)(O)=O,1,Benzilic Acid Rearrangement,150.05282341999998
8508_1,C(C(CC(CO)O)O)(O)=O,1,Cannizarro 1,150.05282341999998
8510_0,C(C(C(CO)C(CO)O)O)(O)=O,1,Benzilic Acid Rearrangement,180.06338810399998
8510_1,C(C(C(CO)C(CO)O)O)(O)=O,1,Cannizarro 1,180.06338810399998
8511_0,C(C(C(CO)O)O)(O)=O,1,Benzilic Acid Rearrangement,136.03717335599998
8511_1,C(C(C(CO)O)O)(O)=O,1,Cannizarro 1,136.03717335599998
8512_0,C(C(C(CC(CO)O)=O)O)(O)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8512_1,C(C(C(CC(CO)O)=O)O)(O)=O,1,Cannizarro 1,178.04773803999998
8514_0,C(C(C=O)(CC(CO)O)O)(O)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8515_0,C(CC(C(O)=O)O)(C(CO)O)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8515_1,C(CC(C(O)=O)O)(C(CO)O)=O,1,Cannizarro 1,178.04773803999998
8516_0,C(C(C(C(O)=O)O)O)(CCO)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8516_1,C(C(C(C(O)=O)O)O)(CCO)=O,1,Cannizarro 1,178.04773803999998
8517_0,C(C(C(CC(CO)=O)O)O)(O)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8517_1,C(C(C(CC(CO)=O)O)O)(O)=O,1,Cannizarro 1,178.04773803999998
8518_0,C(C(C(C(C(C)=O)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8518_1,C(C(C(C(C(C)=O)O)O)O)(O)=O,1,Cannizarro 1,178.04773803999998
8519_0,C(CC(C(C(C(O)=O)O)O)O)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8519_1,C(CC(C(C(C(O)=O)O)O)O)=O,1,Cannizarro 1,178.04773803999998
8520_0,C(C(CO)O)(O)=O,1,Benzilic Acid Rearrangement,106.026608672
8520_1,C(C(CO)O)(O)=O,1,Cannizarro 1,106.026608672
8522_0,C(C(CO)(C)O)(O)=O,1,Benzilic Acid Rearrangement,120.042258736
8523_0,C(C(C(C)O)O)(O)=O,1,Benzilic Acid Rearrangement,120.042258736
8523_1,C(C(C(C)O)O)(O)=O,1,Cannizarro 1,120.042258736
8525_0,C(C(CC(C)=O)O)(O)=O,1,Benzilic Acid Rearrangement,132.042258736
8525_1,C(C(CC(C)=O)O)(O)=O,1,Cannizarro 1,132.042258736
8526_0,C(C(CC=O)O)(O)=O,1,Benzilic Acid Rearrangement,118.026608672
8526_1,C(C(CC=O)O)(O)=O,1,Cannizarro 1,118.026608672
8527_0,C(C(C)(CC=O)O)(O)=O,1,Benzilic Acid Rearrangement,132.042258736
8529_0,C(C(C)(C)O)(O)=O,1,Benzilic Acid Rearrangement,104.047344116
8531_0,C(C(C=C)O)(O)=O,1,Benzilic Acid Rearrangement,102.031694052
8531_1,C(C(C=C)O)(O)=O,1,Cannizarro 1,102.031694052
8533_0,C(C(C(CO)O)(CCO)O)(O)=O,1,Benzilic Acid Rearrangement,180.06338810399998
8535_0,C(C(CO)(C(CCO)O)O)(O)=O,1,Benzilic Acid Rearrangement,180.06338810399998
8536_0,C(C(C(C(CCO)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,180.06338810399998
8536_1,C(C(C(C(CCO)O)O)O)(O)=O,1,Cannizarro 1,180.06338810399998
8538_0,C(C(CCC(C=O)O)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282342
8538_1,C(C(CCC(C=O)O)O)(O)=O,1,Cannizarro 1,162.05282342
8540_0,C(CC(C(O)=O)O)(C(C)O)=O,1,Benzilic Acid Rearrangement,162.05282341999998
8540_1,C(CC(C(O)=O)O)(C(C)O)=O,1,Cannizarro 1,162.05282341999998
8542_0,C(C(C)(C(CC=O)O)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282342
8544_0,C(C(C(C)O)(CC=O)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282342
8546_0,C(C(CO)(CC(C)=O)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282341999998
8548_0,C(C(C(CC(C)=O)O)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282341999998
8548_1,C(C(C(CC(C)=O)O)O)(O)=O,1,Cannizarro 1,162.05282341999998
8550_0,C(C(CO)(CCC=O)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282342
8552_0,C(CCC(C(C(O)=O)O)O)=O,1,Benzilic Acid Rearrangement,162.05282342
8552_1,C(CCC(C(C(O)=O)O)O)=O,1,Cannizarro 1,162.05282342
8553_0,C(C(C)(CC(CO)=O)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282342
8555_0,C(C(C=CCO)(CO)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282342
8557_0,C(C(C(C=CCO)O)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282342
8557_1,C(C(C(C=CCO)O)O)(O)=O,1,Cannizarro 1,162.05282342
8559_0,C(C(CC(CCO)O)O)(O)=O,1,Benzilic Acid Rearrangement,164.068473484
8559_1,C(C(CC(CCO)O)O)(O)=O,1,Cannizarro 1,164.068473484
8561_0,C(C(CCO)(CCO)O)(O)=O,1,Benzilic Acid Rearrangement,164.068473484
8563_0,C(C(C)(CC(CO)O)O)(O)=O,1,Benzilic Acid Rearrangement,164.068473484
8565_0,C(CC(CC(C(O)=O)O)O)(O)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8565_1,C(CC(CC(C(O)=O)O)O)(O)=O,1,Cannizarro 1,178.04773803999998
8567_0,C(C(CCO)(CC(O)=O)O)(O)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8569_0,C(C(C)(CC(C(O)=O)O)O)(O)=O,1,Benzilic Acid Rearrangement,178.04773803999998
8571_0,C(C(CC(C(C)=O)(CO)O)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8571_1,C(C(CC(C(C)=O)(CO)O)O)(O)=O,1,Cannizarro 1,192.063388104
8573_0,C(C(C)(CC(C=O)(CO)O)O)(O)=O,1,Benzilic Acid Rearrangement,192.063388104
8575_0,C(C(C)(C(C(CO)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,180.063388104
8577_0,C(C1(COC(CO)C1)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282342
8579_0,C(C1(COCC(C1)O)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282342
8581_0,C(C1(CC(O)OCC1)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282342
8583_0,C(C(C=CC(C)=O)O)(O)=O,1,Benzilic Acid Rearrangement,144.042258736
8583_1,C(C(C=CC(C)=O)O)(O)=O,1,Cannizarro 1,144.042258736
8585_0,C(C(C=CCC=O)O)(O)=O,1,Benzilic Acid Rearrangement,144.04225873599998
8585_1,C(C(C=CCC=O)O)(O)=O,1,Cannizarro 1,144.04225873599998
8587_0,C(C(C=CC=O)(C)O)(O)=O,1,Benzilic Acid Rearrangement,144.042258736
8589_0,C(C(CC(C=C)=O)O)(O)=O,1,Benzilic Acid Rearrangement,144.042258736
8589_1,C(C(CC(C=C)=O)O)(O)=O,1,Cannizarro 1,144.042258736
8591_0,C(C(C=C)(CC=O)O)(O)=O,1,Benzilic Acid Rearrangement,144.042258736
8593_0,C(C(CC=CC=O)O)(O)=O,1,Benzilic Acid Rearrangement,144.04225873599998
8593_1,C(C(CC=CC=O)O)(O)=O,1,Cannizarro 1,144.04225873599998
8595_0,C(C(C1CC(CO1)O)O)(O)=O,1,Benzilic Acid Rearrangement,162.05282342
8595_1,C(C(C1CC(CO1)O)O)(O)=O,1,Cannizarro 1,162.05282342
8596_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
8596_0,C(C(C)=O)=O,1,Benzilic Acid Rearrangement (inverse),72.021129368
8597_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
8597_0,C(C(CCO)=O)=O,1,Benzilic Acid Rearrangement (inverse),102.031694052
8598_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
8598_0,C(C(CO)=O)(CC(CO)O)=O,1,Benzilic Acid Rearrangement (inverse),162.05282342
8599_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
8599_0,C(C(C(CC(CO)O)O)=O)=O,1,Benzilic Acid Rearrangement (inverse),162.05282342
8600_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
8600_0,C(CCO)(CC(C=O)=O)=O,1,Benzilic Acid Rearrangement (inverse),144.042258736
8601_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
8601_0,C(CO)(CCC(C=O)=O)=O,1,Benzilic Acid Rearrangement (inverse),144.042258736
