Source	Target	Reaction Name	Mass
C(CO)=O	5265_1	Knoevenagel H	60.021129368000004
C1(COC(C1)O)=O	5265_1	Knoevenagel H	102.031694052
5265_1	C(C(C1(COC(C1)O)O)O)=O	Knoevenagel H	162.05282342
C(CO)=O	5267_0	Aldol Condensation	60.021129368000004
C1(COC(C1)O)=O	5267_0	Aldol Condensation	102.031694052
5267_0	C1(COC(C1C(CO)O)O)=O	Aldol Condensation	162.05282342
C(CO)=O	5267_1	Knoevenagel C	60.021129368000004
C1(COC(C1)O)=O	5267_1	Knoevenagel C	102.031694052
5267_1	C1(COC(C1C(CO)O)O)=O	Knoevenagel C	162.05282342
C(CO)=O	5268_0	Aldol Condensation	60.021129368000004
C1(COC(C1)O)=O	5268_0	Aldol Condensation	102.031694052
5268_0	C1(C(C(CO)O)OC(C1)O)=O	Aldol Condensation	162.05282342
C(CO)=O	5268_1	Knoevenagel H	60.021129368000004
C1(COC(C1)O)=O	5268_1	Knoevenagel H	102.031694052
5268_1	C1(C(C(CO)O)OC(C1)O)=O	Knoevenagel H	162.05282342
C(CO)=O	5270_0	Aldol Condensation	60.021129368000004
C1(COC(C(C1)O)O)=O	5270_0	Aldol Condensation	132.042258736
5270_0	C(C(C1(COC(C(C1)O)O)O)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5270_1	Knoevenagel H	60.021129368000004
C1(COC(C(C1)O)O)=O	5270_1	Knoevenagel H	132.042258736
5270_1	C(C(C1(COC(C(C1)O)O)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	5272_0	Aldol Condensation	60.021129368000004
C1(COC(C(C1)O)O)=O	5272_0	Aldol Condensation	132.042258736
5272_0	C1(COC(C(C1C(CO)O)O)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5272_1	Knoevenagel C	60.021129368000004
C1(COC(C(C1)O)O)=O	5272_1	Knoevenagel C	132.042258736
5272_1	C1(COC(C(C1C(CO)O)O)O)=O	Knoevenagel C	192.063388104
C(CO)=O	5274_0	Aldol Condensation	60.021129368000004
C1(COC(C(C1)O)O)=O	5274_0	Aldol Condensation	132.042258736
5274_0	C1(C(C(CO)O)OC(C(C1)O)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5274_1	Knoevenagel H	60.021129368000004
C1(COC(C(C1)O)O)=O	5274_1	Knoevenagel H	132.042258736
5274_1	C1(C(C(CO)O)OC(C(C1)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	5276_0	Aldol Condensation	60.021129368000004
C(C=CC(CO)=O)=O	5276_0	Aldol Condensation	114.031694052
5276_0	C(C(C(C=CC(CO)=O)O)O)=O	Aldol Condensation	174.05282342
C(CO)=O	5276_1	Knoevenagel H	60.021129368000004
C(C=CC(CO)=O)=O	5276_1	Knoevenagel H	114.031694052
5276_1	C(C(C(C=CC(CO)=O)O)O)=O	Knoevenagel H	174.05282342
C(CO)=O	5278_0	Aldol Condensation	60.021129368000004
C(C=CC(CO)=O)=O	5278_0	Aldol Condensation	114.031694052
5278_0	C(C(C(C=CC=O)(CO)O)O)=O	Aldol Condensation	174.05282342
C(CO)=O	5278_1	Knoevenagel H	60.021129368000004
C(C=CC(CO)=O)=O	5278_1	Knoevenagel H	114.031694052
5278_1	C(C(C(C=CC=O)(CO)O)O)=O	Knoevenagel H	174.05282342
C(CO)=O	5280_0	Aldol Condensation	60.021129368000004
C(C=CC(CO)=O)=O	5280_0	Aldol Condensation	114.031694052
5280_0	C(C=CC(C(C(CO)O)O)=O)=O	Aldol Condensation	174.05282342
C(CO)=O	5280_1	Knoevenagel H	60.021129368000004
C(C=CC(CO)=O)=O	5280_1	Knoevenagel H	114.031694052
5280_1	C(C=CC(C(C(CO)O)O)=O)=O	Knoevenagel H	174.05282342
C(CO)=O	5281_0	Aldol Condensation	60.021129368000004
C=CC(C=O)=O	5281_0	Aldol Condensation	84.021129368
5281_0	C(C(C(C(C=C)=O)O)O)=O	Aldol Condensation	144.042258736
C(CO)=O	5281_1	Knoevenagel H	60.021129368000004
C=CC(C=O)=O	5281_1	Knoevenagel H	84.021129368
5281_1	C(C(C(C(C=C)=O)O)O)=O	Knoevenagel H	144.042258736
C(CO)=O	5283_0	Aldol Condensation	60.021129368000004
C=CC(C=O)=O	5283_0	Aldol Condensation	84.021129368
5283_0	C(C(C=C)(C(C=O)O)O)=O	Aldol Condensation	144.042258736
C(CO)=O	5283_1	Knoevenagel H	60.021129368000004
C=CC(C=O)=O	5283_1	Knoevenagel H	84.021129368
5283_1	C(C(C=C)(C(C=O)O)O)=O	Knoevenagel H	144.042258736
C(CO)=O	5285_0	Aldol Condensation	60.021129368000004
C=CC(CO)=O	5285_0	Aldol Condensation	86.036779432
5285_0	C(C(C(C=C)(CO)O)O)=O	Aldol Condensation	146.0579088
C(CO)=O	5285_1	Knoevenagel H	60.021129368000004
C=CC(CO)=O	5285_1	Knoevenagel H	86.036779432
5285_1	C(C(C(C=C)(CO)O)O)=O	Knoevenagel H	146.0579088
C(CO)=O	5286_0	Aldol Condensation	60.021129368000004
C=CC(CO)=O	5286_0	Aldol Condensation	86.036779432
5286_0	C=CC(C(C(CO)O)O)=O	Aldol Condensation	146.0579088
C(CO)=O	5286_1	Knoevenagel H	60.021129368000004
C=CC(CO)=O	5286_1	Knoevenagel H	86.036779432
5286_1	C=CC(C(C(CO)O)O)=O	Knoevenagel H	146.0579088
C(CO)=O	5287_0	Aldol Condensation	60.021129368000004
C(C=CC=O)=O	5287_0	Aldol Condensation	84.021129368
5287_0	C(C(C(C=CC=O)O)O)=O	Aldol Condensation	144.042258736
C(CO)=O	5287_1	Knoevenagel H	60.021129368000004
C(C=CC=O)=O	5287_1	Knoevenagel H	84.021129368
5287_1	C(C(C(C=CC=O)O)O)=O	Knoevenagel H	144.042258736
C(CO)=O	5289_0	Aldol Condensation	60.021129368000004
C(C(CC(C=O)O)O)=O	5289_0	Aldol Condensation	132.042258736
5289_0	C(C(C(C(CC(C=O)O)O)O)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5289_1	Knoevenagel H	60.021129368000004
C(C(CC(C=O)O)O)=O	5289_1	Knoevenagel H	132.042258736
5289_1	C(C(C(C(CC(C=O)O)O)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	5291_0	Aldol Condensation	60.021129368000004
C(C(C(C(C)O)=O)O)=O	5291_0	Aldol Condensation	132.042258736
5291_0	C(C(C(C(C(C(C)O)=O)O)O)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5291_1	Knoevenagel H	60.021129368000004
C(C(C(C(C)O)=O)O)=O	5291_1	Knoevenagel H	132.042258736
5291_1	C(C(C(C(C(C(C)O)=O)O)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	5293_0	Aldol Condensation	60.021129368000004
C(C(C(C(C)O)=O)O)=O	5293_0	Aldol Condensation	132.042258736
5293_0	C(C(C(C(C)O)(C(C=O)O)O)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5293_1	Knoevenagel H	60.021129368000004
C(C(C(C(C)O)=O)O)=O	5293_1	Knoevenagel H	132.042258736
5293_1	C(C(C(C(C)O)(C(C=O)O)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	5295_0	Aldol Condensation	60.021129368000004
C(C(C)O)=O	5295_0	Aldol Condensation	74.036779432
5295_0	C(C(C(C(C)O)O)O)=O	Aldol Condensation	134.0579088
C(CO)=O	5295_1	Knoevenagel H	60.021129368000004
C(C(C)O)=O	5295_1	Knoevenagel H	74.036779432
5295_1	C(C(C(C(C)O)O)O)=O	Knoevenagel H	134.0579088
C(CO)=O	5297_0	Aldol Condensation	60.021129368000004
C(C(CCO)=O)(O)=O	5297_0	Aldol Condensation	118.026608672
5297_0	C(C(CCO)(C(C=O)O)O)(O)=O	Aldol Condensation	178.04773804
C(CO)=O	5297_1	Knoevenagel H	60.021129368000004
C(C(CCO)=O)(O)=O	5297_1	Knoevenagel H	118.026608672
5297_1	C(C(CCO)(C(C=O)O)O)(O)=O	Knoevenagel H	178.04773804
C(CO)=O	5299_0	Aldol Condensation	60.021129368000004
C(C(CCO)=O)(O)=O	5299_0	Aldol Condensation	118.026608672
5299_0	C(C(C(CO)C(CO)O)=O)(O)=O	Aldol Condensation	178.04773804
C(CO)=O	5299_1	Knoevenagel C	60.021129368000004
C(C(CCO)=O)(O)=O	5299_1	Knoevenagel C	118.026608672
5299_1	C(C(C(CO)C(CO)O)=O)(O)=O	Knoevenagel C	178.04773804
C(CO)=O	5300_0	Aldol Condensation	60.021129368000004
C(C(CC=O)O)(O)=O	5300_0	Aldol Condensation	118.026608672
5300_0	C(C(CC(C(C=O)O)O)O)(O)=O	Aldol Condensation	178.04773803999998
C(CO)=O	5300_1	Knoevenagel H	60.021129368000004
C(C(CC=O)O)(O)=O	5300_1	Knoevenagel H	118.026608672
5300_1	C(C(CC(C(C=O)O)O)O)(O)=O	Knoevenagel H	178.04773803999998
C(CO)=O	5301_0	Aldol Condensation	60.021129368000004
C(C(CC=O)O)(O)=O	5301_0	Aldol Condensation	118.026608672
5301_0	C(C(C(CO)O)C(C(O)=O)O)=O	Aldol Condensation	178.04773804
C(CO)=O	5301_1	Knoevenagel C	60.021129368000004
C(C(CC=O)O)(O)=O	5301_1	Knoevenagel C	118.026608672
5301_1	C(C(C(CO)O)C(C(O)=O)O)=O	Knoevenagel C	178.04773804
C(CO)=O	5303_0	Aldol Condensation	60.021129368000004
C(C(CO)(CO)O)=O	5303_0	Aldol Condensation	120.04225873600001
5303_0	C(C(C(C(CO)(CO)O)O)O)=O	Aldol Condensation	180.063388104
C(CO)=O	5303_1	Knoevenagel H	60.021129368000004
C(C(CO)(CO)O)=O	5303_1	Knoevenagel H	120.04225873600001
5303_1	C(C(C(C(CO)(CO)O)O)O)=O	Knoevenagel H	180.063388104
C(CO)=O	5305_0	Aldol Condensation	60.021129368000004
C(C(CO)(C(C)O)O)=O	5305_0	Aldol Condensation	134.0579088
5305_0	C(C(C(C(CO)(C(C)O)O)O)O)=O	Aldol Condensation	194.079038168
C(CO)=O	5305_1	Knoevenagel H	60.021129368000004
C(C(CO)(C(C)O)O)=O	5305_1	Knoevenagel H	134.0579088
5305_1	C(C(C(C(CO)(C(C)O)O)O)O)=O	Knoevenagel H	194.079038168
C(CO)=O	5306_0	Aldol Condensation	60.021129368000004
C(C(C(C)=O)(CO)O)=O	5306_0	Aldol Condensation	132.042258736
5306_0	C(C(C(C(C(C)=O)(CO)O)O)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5306_1	Knoevenagel H	60.021129368000004
C(C(C(C)=O)(CO)O)=O	5306_1	Knoevenagel H	132.042258736
5306_1	C(C(C(C(C(C)=O)(CO)O)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	5307_0	Aldol Condensation	60.021129368000004
C(C(C(C)=O)(CO)O)=O	5307_0	Aldol Condensation	132.042258736
5307_0	C(C(CO)(C(C)(C(C=O)O)O)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5307_1	Knoevenagel H	60.021129368000004
C(C(C(C)=O)(CO)O)=O	5307_1	Knoevenagel H	132.042258736
5307_1	C(C(CO)(C(C)(C(C=O)O)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	5308_0	Aldol Condensation	60.021129368000004
C(C(C(C)=O)(CO)O)=O	5308_0	Aldol Condensation	132.042258736
5308_0	C(C(C(CC(CO)O)=O)(CO)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5310_0	Aldol Condensation	60.021129368000004
C(C)(C(CO)(CO)O)=O	5310_0	Aldol Condensation	134.0579088
5310_0	C(C(C(C)(C(CO)(CO)O)O)O)=O	Aldol Condensation	194.079038168
C(CO)=O	5310_1	Knoevenagel H	60.021129368000004
C(C)(C(CO)(CO)O)=O	5310_1	Knoevenagel H	134.0579088
5310_1	C(C(C(C)(C(CO)(CO)O)O)O)=O	Knoevenagel H	194.079038168
C(CO)=O	5311_0	Aldol Condensation	60.021129368000004
C(C)(C(CO)(CO)O)=O	5311_0	Aldol Condensation	134.0579088
5311_0	C(CC(CO)O)(C(CO)(CO)O)=O	Aldol Condensation	194.079038168
C(CO)=O	5312_0	Aldol Condensation	60.021129368000004
C(C(C=O)(CO)O)=O	5312_0	Aldol Condensation	118.02660867200001
5312_0	C(C(CO)(C(C(C=O)O)O)O)=O	Aldol Condensation	178.04773804
C(CO)=O	5312_1	Knoevenagel H	60.021129368000004
C(C(C=O)(CO)O)=O	5312_1	Knoevenagel H	118.02660867200001
5312_1	C(C(CO)(C(C(C=O)O)O)O)=O	Knoevenagel H	178.04773804
C(CO)=O	5314_0	Aldol Condensation	60.021129368000004
C(C(C=O)(C(C)O)O)=O	5314_0	Aldol Condensation	132.042258736
5314_0	C(C(C(C(C=O)O)O)(C(C)O)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5314_1	Knoevenagel H	60.021129368000004
C(C(C=O)(C(C)O)O)=O	5314_1	Knoevenagel H	132.042258736
5314_1	C(C(C(C(C=O)O)O)(C(C)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	5316_0	Aldol Condensation	60.021129368000004
C(C(CO)(CC=O)O)=O	5316_0	Aldol Condensation	132.042258736
5316_0	C(CC(CO)(C(C(C=O)O)O)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5316_1	Knoevenagel H	60.021129368000004
C(C(CO)(CC=O)O)=O	5316_1	Knoevenagel H	132.042258736
5316_1	C(CC(CO)(C(C(C=O)O)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	5317_0	Aldol Condensation	60.021129368000004
C(C(CO)(CC=O)O)=O	5317_0	Aldol Condensation	132.042258736
5317_0	C(C(CO)(CC(C(C=O)O)O)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5317_1	Knoevenagel H	60.021129368000004
C(C(CO)(CC=O)O)=O	5317_1	Knoevenagel H	132.042258736
5317_1	C(C(CO)(CC(C(C=O)O)O)O)=O	Knoevenagel H	192.063388104
C(CO)=O	5318_0	Aldol Condensation	60.021129368000004
C(C(CO)(CC=O)O)=O	5318_0	Aldol Condensation	132.042258736
5318_0	C(C(C(CO)O)C(C=O)(CO)O)=O	Aldol Condensation	192.063388104
C(CO)=O	5318_1	Knoevenagel C	60.021129368000004
C(C(CO)(CC=O)O)=O	5318_1	Knoevenagel C	132.042258736
5318_1	C(C(C(CO)O)C(C=O)(CO)O)=O	Knoevenagel C	192.063388104
C(CO)=O	5320_0	Aldol Condensation	60.021129368000004
C(C(C=CC(C)=O)=O)=O	5320_0	Aldol Condensation	126.031694052
5320_0	C(C(C(C(C=CC(C)=O)=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5320_1	Knoevenagel H	60.021129368000004
C(C(C=CC(C)=O)=O)=O	5320_1	Knoevenagel H	126.031694052
5320_1	C(C(C(C(C=CC(C)=O)=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5322_0	Aldol Condensation	60.021129368000004
C(C(C=CC(C)=O)=O)=O	5322_0	Aldol Condensation	126.031694052
5322_0	C(C(C=CC(C)=O)(C(C=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5322_1	Knoevenagel H	60.021129368000004
C(C(C=CC(C)=O)=O)=O	5322_1	Knoevenagel H	126.031694052
5322_1	C(C(C=CC(C)=O)(C(C=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5324_0	Aldol Condensation	60.021129368000004
C(C(C=CC(C)=O)=O)=O	5324_0	Aldol Condensation	126.031694052
5324_0	C(C(C(C=CC(C=O)=O)(C)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5324_1	Knoevenagel H	60.021129368000004
C(C(C=CC(C)=O)=O)=O	5324_1	Knoevenagel H	126.031694052
5324_1	C(C(C(C=CC(C=O)=O)(C)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5326_0	Aldol Condensation	60.021129368000004
C(C(C=CC(C)=O)=O)=O	5326_0	Aldol Condensation	126.031694052
5326_0	C(C(C=CC(CC(CO)O)=O)=O)=O	Aldol Condensation	186.05282342
C(CO)=O	5328_0	Aldol Condensation	60.021129368000004
C(CC=CC(C=O)=O)=O	5328_0	Aldol Condensation	126.031694052
5328_0	C(CC=CC(C(C(C=O)O)O)=O)=O	Aldol Condensation	186.05282342
C(CO)=O	5328_1	Knoevenagel H	60.021129368000004
C(CC=CC(C=O)=O)=O	5328_1	Knoevenagel H	126.031694052
5328_1	C(CC=CC(C(C(C=O)O)O)=O)=O	Knoevenagel H	186.05282342
C(CO)=O	5330_0	Aldol Condensation	60.021129368000004
C(CC=CC(C=O)=O)=O	5330_0	Aldol Condensation	126.031694052
5330_0	C(C(C=CCC=O)(C(C=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5330_1	Knoevenagel H	60.021129368000004
C(CC=CC(C=O)=O)=O	5330_1	Knoevenagel H	126.031694052
5330_1	C(C(C=CCC=O)(C(C=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5332_0	Aldol Condensation	60.021129368000004
C(CC=CC(C=O)=O)=O	5332_0	Aldol Condensation	126.031694052
5332_0	C(C(C(CC=CC(C=O)=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5332_1	Knoevenagel H	60.021129368000004
C(CC=CC(C=O)=O)=O	5332_1	Knoevenagel H	126.031694052
5332_1	C(C(C(CC=CC(C=O)=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5334_0	Aldol Condensation	60.021129368000004
C(CC=CC(C=O)=O)=O	5334_0	Aldol Condensation	126.031694052
5334_0	C(C(C=CC(C=O)=O)C(CO)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5336_0	Aldol Condensation	60.021129368000004
C(C=CC(C(C)=O)=O)=O	5336_0	Aldol Condensation	126.031694052
5336_0	C(C(C(C=CC(C(C)=O)=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5336_1	Knoevenagel H	60.021129368000004
C(C=CC(C(C)=O)=O)=O	5336_1	Knoevenagel H	126.031694052
5336_1	C(C(C(C=CC(C(C)=O)=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5338_0	Aldol Condensation	60.021129368000004
C(C=CC(C(C)=O)=O)=O	5338_0	Aldol Condensation	126.031694052
5338_0	C(C(C(C(C)=O)(C=CC=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5338_1	Knoevenagel H	60.021129368000004
C(C=CC(C(C)=O)=O)=O	5338_1	Knoevenagel H	126.031694052
5338_1	C(C(C(C(C)=O)(C=CC=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5340_0	Aldol Condensation	60.021129368000004
C(C=CC(C(C)=O)=O)=O	5340_0	Aldol Condensation	126.031694052
5340_0	C(C(C(C(C=CC=O)=O)(C)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5340_1	Knoevenagel H	60.021129368000004
C(C=CC(C(C)=O)=O)=O	5340_1	Knoevenagel H	126.031694052
5340_1	C(C(C(C(C=CC=O)=O)(C)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5342_0	Aldol Condensation	60.021129368000004
C(C=CC(C(C)=O)=O)=O	5342_0	Aldol Condensation	126.031694052
5342_0	C(C(C=CC=O)=O)(CC(CO)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5344_0	Aldol Condensation	60.021129368000004
C(CC(C=CC=O)=O)=O	5344_0	Aldol Condensation	126.031694052
5344_0	C(CC(C=CC(C(C=O)O)O)=O)=O	Aldol Condensation	186.05282342
C(CO)=O	5344_1	Knoevenagel H	60.021129368000004
C(CC(C=CC=O)=O)=O	5344_1	Knoevenagel H	126.031694052
5344_1	C(CC(C=CC(C(C=O)O)O)=O)=O	Knoevenagel H	186.05282342
C(CO)=O	5346_0	Aldol Condensation	60.021129368000004
C(CC(C=CC=O)=O)=O	5346_0	Aldol Condensation	126.031694052
5346_0	C(CC(C=CC=O)(C(C=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5346_1	Knoevenagel H	60.021129368000004
C(CC(C=CC=O)=O)=O	5346_1	Knoevenagel H	126.031694052
5346_1	C(CC(C=CC=O)(C(C=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5348_0	Aldol Condensation	60.021129368000004
C(CC(C=CC=O)=O)=O	5348_0	Aldol Condensation	126.031694052
5348_0	C(C(C(CC(C=CC=O)=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5348_1	Knoevenagel H	60.021129368000004
C(CC(C=CC=O)=O)=O	5348_1	Knoevenagel H	126.031694052
5348_1	C(C(C(CC(C=CC=O)=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5350_0	Aldol Condensation	60.021129368000004
C(CC(C=CC=O)=O)=O	5350_0	Aldol Condensation	126.031694052
5350_0	C(C(C(C=CC=O)=O)C(CO)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5350_1	Knoevenagel C	60.021129368000004
C(CC(C=CC=O)=O)=O	5350_1	Knoevenagel C	126.031694052
5350_1	C(C(C(C=CC=O)=O)C(CO)O)=O	Knoevenagel C	186.05282342
C(CO)=O	5352_0	Aldol Condensation	60.021129368000004
C=CC(CC(C=O)=O)=O	5352_0	Aldol Condensation	126.031694052
5352_0	C(C(C(C(CC(C=C)=O)=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5352_1	Knoevenagel H	60.021129368000004
C=CC(CC(C=O)=O)=O	5352_1	Knoevenagel H	126.031694052
5352_1	C(C(C(C(CC(C=C)=O)=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5354_0	Aldol Condensation	60.021129368000004
C=CC(CC(C=O)=O)=O	5354_0	Aldol Condensation	126.031694052
5354_0	C(C(C(C=O)(CC(C=C)=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5354_1	Knoevenagel H	60.021129368000004
C=CC(CC(C=O)=O)=O	5354_1	Knoevenagel H	126.031694052
5354_1	C(C(C(C=O)(CC(C=C)=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5356_0	Aldol Condensation	60.021129368000004
C=CC(CC(C=O)=O)=O	5356_0	Aldol Condensation	126.031694052
5356_0	C(C(C(C=C)(CC(C=O)=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5356_1	Knoevenagel H	60.021129368000004
C=CC(CC(C=O)=O)=O	5356_1	Knoevenagel H	126.031694052
5356_1	C(C(C(C=C)(CC(C=O)=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5358_0	Aldol Condensation	60.021129368000004
C=CC(CC(C=O)=O)=O	5358_0	Aldol Condensation	126.031694052
5358_0	C=CC(C(C(C=O)=O)C(CO)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5358_1	Knoevenagel C	60.021129368000004
C=CC(CC(C=O)=O)=O	5358_1	Knoevenagel C	126.031694052
5358_1	C=CC(C(C(C=O)=O)C(CO)O)=O	Knoevenagel C	186.05282342
C(CO)=O	5360_0	Aldol Condensation	60.021129368000004
C(CC(C(C=C)=O)=O)=O	5360_0	Aldol Condensation	126.031694052
5360_0	C(C(C(CC(C(C=C)=O)=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5360_1	Knoevenagel H	60.021129368000004
C(CC(C(C=C)=O)=O)=O	5360_1	Knoevenagel H	126.031694052
5360_1	C(C(C(CC(C(C=C)=O)=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5362_0	Aldol Condensation	60.021129368000004
C(CC(C(C=C)=O)=O)=O	5362_0	Aldol Condensation	126.031694052
5362_0	C(CC(C(C=C)=O)(C(C=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5362_1	Knoevenagel H	60.021129368000004
C(CC(C(C=C)=O)=O)=O	5362_1	Knoevenagel H	126.031694052
5362_1	C(CC(C(C=C)=O)(C(C=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5364_0	Aldol Condensation	60.021129368000004
C(CC(C(C=C)=O)=O)=O	5364_0	Aldol Condensation	126.031694052
5364_0	C(CC=O)(C(C=C)(C(C=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5364_1	Knoevenagel H	60.021129368000004
C(CC(C(C=C)=O)=O)=O	5364_1	Knoevenagel H	126.031694052
5364_1	C(CC=O)(C(C=C)(C(C=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5366_0	Aldol Condensation	60.021129368000004
C(CC(C(C=C)=O)=O)=O	5366_0	Aldol Condensation	126.031694052
5366_0	C(C(C(C(C=C)=O)=O)C(CO)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5366_1	Knoevenagel C	60.021129368000004
C(CC(C(C=C)=O)=O)=O	5366_1	Knoevenagel C	126.031694052
5366_1	C(C(C(C(C=C)=O)=O)C(CO)O)=O	Knoevenagel C	186.05282342
C(CO)=O	5368_0	Aldol Condensation	60.021129368000004
C(CC(C=O)=O)=CC=O	5368_0	Aldol Condensation	126.031694052
5368_0	C(C(C(C(CC=CC=O)=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5368_1	Knoevenagel H	60.021129368000004
C(CC(C=O)=O)=CC=O	5368_1	Knoevenagel H	126.031694052
5368_1	C(C(C(C(CC=CC=O)=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5370_0	Aldol Condensation	60.021129368000004
C(CC(C=O)=O)=CC=O	5370_0	Aldol Condensation	126.031694052
5370_0	C(C(C(C=O)(CC=CC=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5370_1	Knoevenagel H	60.021129368000004
C(CC(C=O)=O)=CC=O	5370_1	Knoevenagel H	126.031694052
5370_1	C(C(C(C=O)(CC=CC=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5372_0	Aldol Condensation	60.021129368000004
C(CC(C=O)=O)=CC=O	5372_0	Aldol Condensation	126.031694052
5372_0	C(C(C(C=CCC(C=O)=O)O)O)=O	Aldol Condensation	186.05282342
C(CO)=O	5372_1	Knoevenagel H	60.021129368000004
C(CC(C=O)=O)=CC=O	5372_1	Knoevenagel H	126.031694052
5372_1	C(C(C(C=CCC(C=O)=O)O)O)=O	Knoevenagel H	186.05282342
C(CO)=O	5374_0	Aldol Condensation	60.021129368000004
C(CC(C=O)=O)=CC=O	5374_0	Aldol Condensation	126.031694052
5374_0	C(C(C(C=O)=O)C(CO)O)=CC=O	Aldol Condensation	186.05282342
C(CO)=O	5376_0	Aldol Condensation	60.021129368000004
C1(COCC1O)=O	5376_0	Aldol Condensation	102.031694052
5376_0	C(C(C1(COCC1O)O)O)=O	Aldol Condensation	162.05282342
C(CO)=O	5376_1	Knoevenagel H	60.021129368000004
C1(COCC1O)=O	5376_1	Knoevenagel H	102.031694052
5376_1	C(C(C1(COCC1O)O)O)=O	Knoevenagel H	162.05282342
C(CO)=O	5377_0	Aldol Condensation	60.021129368000004
C1(COCC1O)=O	5377_0	Aldol Condensation	102.031694052
5377_0	C1(C(C(CO)O)OCC1O)=O	Aldol Condensation	162.05282342
C(CO)=O	5377_1	Knoevenagel H	60.021129368000004
C1(COCC1O)=O	5377_1	Knoevenagel H	102.031694052
5377_1	C1(C(C(CO)O)OCC1O)=O	Knoevenagel H	162.05282342
C(CO)=O	5379_0	Aldol Condensation	60.021129368000004
C1(C(O)OCC1)=O	5379_0	Aldol Condensation	102.031694052
5379_0	C(C(C1(C(O)OCC1)O)O)=O	Aldol Condensation	162.05282342
C(CO)=O	5379_1	Knoevenagel H	60.021129368000004
C1(C(O)OCC1)=O	5379_1	Knoevenagel H	102.031694052
5379_1	C(C(C1(C(O)OCC1)O)O)=O	Knoevenagel H	162.05282342
C(CO)=O	5381_0	Aldol Condensation	60.021129368000004
C1(C(O)OCC1)=O	5381_0	Aldol Condensation	102.031694052
